"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.439,0.419,0.482,0.337
"P04","Realizo changas o trabajos de vez en cuando",0.206,0.229,0.196,0.224
"P04","No tengo trabajo",0.139,0.158,0.163,0.193
"P04","Soy jubilado o pensionado",0.216,0.194,0.159,0.246
"P05","1",0.421,0.324,0.259,0.322
"P05","2",0.081,0.064,0.074,0.071
"P05","3",0.061,0.083,0.028,0.021
"P05","4",0.075,0.106,0.07,0.136
"P05","5",0.177,0.236,0.186,0.264
"P05","6",0.034,0.053,0.039,0.035
"P05","7",0.039,0.038,0.092,0.025
"P05","8",0.064,0.026,0.059,0.008
"P05","9",0.048,0.07,0.193,0.118
"P06","1",0.155,0.133,0.352,0.179
"P06","2",0.026,0.06,0.055,0.012
"P06","3",0.008,0.017,0.057,0.026
"P06","4",0.034,0.038,0.033,0.084
"P06","5",0.175,0.236,0.174,0.31
"P06","6",0.044,0.063,0.047,0.04
"P06","7",0.059,0.07,0.039,0.077
"P06","8",0.129,0.12,0.047,0.01
"P06","9",0.37,0.263,0.196,0.262
"P07","1",0.219,0.228,0.471,0.311
"P07","2",0.024,0.031,0.045,0.017
"P07","3",0.033,0.051,0.038,0.017
"P07","4",0.037,0.006,0.019,0.014
"P07","5",0.097,0.122,0.091,0.172
"P07","6",0.058,0.025,0.019,0.022
"P07","7",0.022,0.044,0.022,0.05
"P07","8",0.029,0.067,0.034,0.037
"P07","9",0.481,0.426,0.261,0.36
"P09","Del Frente de Todos y el peronismo",0.053,0.068,0.488,0.113
"P09","De Juntos por el cambio",0.746,0.598,0.157,0.306
"P09","De los Liberales libertarios",0.148,0.214,0.169,0.083
"P09","De la Izquierda",0.008,0.006,0.042,0.054
"P09","No sabe",0.045,0.114,0.144,0.444
"P10","A Alberto Fernández",0.624,0.142,0.154,0.323
"P10","A Sergio Massa",0.091,0.416,0.263,0.238
"P10","A algún candidato del peronismo",0.223,0.373,0.119,0.09
"P10","A algún candidato del kirchnerismo",0.062,0.069,0.464,0.349
"P11","A Alberto Fernández",0.193,0.27,0.15,0.308
"P11","A Sergio Massa",0.528,0.35,0.149,0.139
"P11","A algún candidato del peronismo",0.181,0.355,0.076,0.066
"P11","A Cristina Fernández de Kirchner",0.098,0.025,0.625,0.487
"P12","A Horacio Rodriguez Larreta",0.324,0.189,0.15,0.325
"P12","A Mauricio Macri",0.343,0.297,0.296,0.333
"P12","A Patricia Bullrich",0.225,0.449,0.337,0.236
