"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.349,0.38,0.32,0.128,0.46,0.329,0.345,0.5,0.3,0.313,0.111,0.376,0.825,0.399,0.342,0,0,0
"El actual gobierno de Alberto Weretilneck",0.501,0.393,0.602,0.57,0.439,0.527,0.554,0.392,0.507,0.56,0.572,0.57,0.175,0.413,0.54,0,0,0
"No sabe",0.15,0.227,0.078,0.302,0.101,0.144,0.101,0.108,0.193,0.127,0.317,0.054,0,0.188,0.118,0,0,0
