"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.907,0.904,0.91,0.881,0.921,0.943,0.871,0.881,0.901,0.951,0.929,0.932,0.874,0.902,0.892,0.915,0.919,0.915,0.881,0.94,0.918,0.878
"Tiene dudas sobre si va a ir a  votar",0.064,0.064,0.064,0.087,0.055,0.04,0.077,0.082,0.071,0.029,0.051,0.043,0.092,0.063,0.073,0.055,0.061,0.058,0.055,0.039,0.074,0.108
"Tiene Decidido que no va a ir a votar",0.029,0.032,0.026,0.032,0.024,0.017,0.052,0.037,0.028,0.02,0.02,0.025,0.034,0.035,0.035,0.03,0.02,0.027,0.064,0.021,0.008,0.014
