"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.469,0.442,0.495,0.461,0.504,0.45,0.429,0.533,0.458,0.406,0.768,0.166,0.532,0.395,0.536,0.448,0.5,0.831,0.703,0.131,0.211,0.159
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.306,0.299,0.312,0.222,0.27,0.38,0.439,0.262,0.283,0.397,0.091,0.625,0.251,0.352,0.225,0.294,0.312,0.113,0.14,0.836,0.628,0.256
"En blanco",0.118,0.147,0.091,0.203,0.107,0.069,0.06,0.097,0.137,0.114,0.074,0.109,0.119,0.128,0.138,0.14,0.095,0.021,0.071,0.014,0.052,0.421
"No sabe",0.107,0.112,0.102,0.114,0.119,0.101,0.072,0.108,0.122,0.083,0.067,0.1,0.098,0.125,0.101,0.118,0.093,0.035,0.086,0.019,0.109,0.164
