"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.387,0.35,0.42,0.381,0.41,0.386,0.341,0.411,0.386,0.355,0.687,0.113,0.343,0.295,0.42,0.422,0.441,0.767,0.637,0.068,0.205,0.091
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.252,0.235,0.268,0.149,0.197,0.351,0.441,0.243,0.22,0.317,0.087,0.509,0.25,0.276,0.208,0.205,0.263,0.113,0.111,0.835,0.528,0.052
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.26,0.32,0.205,0.343,0.287,0.192,0.133,0.246,0.284,0.239,0.161,0.314,0.279,0.282,0.279,0.285,0.227,0.075,0.092,0.074,0.148,0.788
"Los candidatos a presidente y vicepresidente de la izquierda",0.031,0.03,0.032,0.04,0.036,0.015,0.023,0.026,0.036,0.029,0.021,0.012,0.035,0.03,0.03,0.033,0.032,0.022,0.087,0.012,0.028,0.008
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.049,0.047,0.051,0.061,0.053,0.039,0.032,0.045,0.052,0.05,0.031,0.04,0.073,0.091,0.038,0.028,0.023,0.015,0.062,0.007,0.07,0.053
"En blanco",0.021,0.018,0.024,0.026,0.017,0.017,0.03,0.029,0.022,0.01,0.013,0.012,0.02,0.026,0.025,0.027,0.014,0.008,0.011,0.004,0.021,0.008
