"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P05","Mucho",0.663,0.422,0.44,0.495,0.494,0.386,0.295,0.215
"P05","Bastante",0.234,0.368,0.306,0.188,0.139,0.195,0.084,0.221
"P05","Poco",0.07,0.127,0.136,0.214,0.116,0.265,0.18,0.253
"P05","Nada",0.022,0.05,0.105,0.059,0,0.118,0.433,0.201
"P05","No sabe",0.011,0.033,0.013,0.044,0.251,0.036,0.008,0.11
"P06","Siempre",0.256,0.258,0.192,0.259,0.387,0.153,0.164,0.109
"P06","Casi siempre",0.364,0.379,0.182,0.313,0.374,0.269,0.235,0.241
"P06","Casi nunca",0.308,0.26,0.416,0.272,0.183,0.404,0.162,0.339
"P06","Nunca, pero esta es una excepción",0.072,0.103,0.21,0.156,0.056,0.174,0.439,0.311
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Alak a intendente por Unión por la Patria",0.586,0.086,0.008,0.087,0.135,0.169,0.06,0.067
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Guillermo Escudero a intendente por Unión por la Patria",0.038,0.039,0.098,0.013,0.038,0.17,0,0.074
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Gaston Castagneto a intendente por Unión por la Patria",0.054,0.013,0.045,0.069,0,0.02,0,0.017
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.138,0.008,0.012,0.108,0.298,0.051,0.011,0.02
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Juan Pablo Allan a intendente por Juntos por el Cambio",0.075,0.436,0.063,0.054,0.069,0.117,0.063,0.083
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Julio Garro a intendente por Juntos por el Cambio",0.032,0.345,0,0.015,0.022,0.041,0.084,0.097
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora y Luciano Guma a intendente por la Libertad Avanza",0.049,0.026,0.731,0.062,0.414,0.046,0.074,0.048
"P09","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.005,0.002,0.004,0.547,0,0.007,0.031,0.114
"P09","Otro",0.004,0.014,0.025,0.021,0.024,0.297,0.144,0.079
"P09","No sabe",0.019,0.031,0.014,0.024,0,0.082,0.533,0.401
"P12","Si",0.401,0.549,0.614,0.606,0.776,0.456,0.557,0.563
"P12","No",0.599,0.451,0.386,0.394,0.224,0.544,0.443,0.437
"P13","Julio Alak a intendente por Unión por la Patria",0.469,0.091,0.067,0.112,0.124,0.189,0.047,0.113
"P13","Guillermo Escudero a intendente por Unión por la Patria",0.053,0.006,0.064,0.028,0,0.063,0.02,0.022
"P13","Gaston Castagneto a intendente por Unión por la Patria",0.078,0.015,0.038,0,0.113,0,0,0.041
"P13","Juan Pablo Allan a intendente por Juntos por el Cambio",0.083,0.223,0.096,0.127,0,0.071,0.057,0.027
"P13","Julio Garro a intendente por Juntos por el Cambio",0.125,0.456,0.272,0.098,0,0.101,0.209,0.107
"P13","Luciano Guma a intendente por la Libertad Avanza",0.067,0.036,0.329,0.113,0.719,0.22,0.136,0.045
"P13","A los candidatos a intendente del Frente de Izquierda",0.024,0.022,0.008,0.483,0,0,0.148,0.006
"P13","Otro",0.069,0.027,0.045,0.025,0.044,0.276,0.139,0.146
"P13","No sabe",0.032,0.124,0.081,0.014,0,0.08,0.244,0.493
"P16","Ninguno",0.402,0.537,0.643,0.163,0,0,1,0.145
"P16","Julio Alak a intendente por Unión por la Patria",0.23,0,0,0,0,0.376,0,0
"P16","Guillermo Escudero a intendente por Unión por la Patria",0.014,0,0,0.027,0,0,0,0
"P16","Gaston Castagneto a intendente por Unión por la Patria",0.064,0,0,0,0,0,0,0
"P16","Juan Pablo Allan a intendente por Juntos por el Cambio",0.084,0.094,0,0.294,0,0.624,0,0
"P16","Julio Garro a intendente por Juntos por el Cambio",0.014,0,0,0.294,0,0,0,0.427
