"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P16","Luciano Guma a intendente por la Libertad Avanza",0.057,0,0,0,0,0,0,0
"P16","A los candidatos a intendente del Frente de Izquierda",0.01,0,0,0.143,0,0,0,0
"P16","Otro",0.016,0,0.357,0.079,1,0,0,0
"P16","No sabe",0.109,0.369,0,0,0,0,0,0.428
"P19","Lo votaría",0.657,0.057,0.053,0.146,0.086,0.247,0.058,0.059
"P19","Puede que lo vote",0.184,0.098,0.074,0.189,0.399,0.138,0.095,0.219
"P19","Nunca lo votaría",0.116,0.802,0.793,0.525,0.374,0.466,0.656,0.413
"P19","No sabe",0.043,0.043,0.08,0.14,0.141,0.149,0.191,0.309
"P20","Lo votaría",0.244,0.041,0.037,0.167,0,0.325,0.015,0.052
"P20","Puede que lo vote",0.275,0.056,0.053,0.214,0.416,0.018,0,0.107
"P20","Nunca lo votaría",0.355,0.878,0.836,0.474,0.476,0.536,0.799,0.474
"P20","No sabe",0.126,0.025,0.074,0.145,0.108,0.121,0.186,0.367
"P21","Lo votaría",0.208,0.018,0.01,0.073,0,0.251,0,0.088
"P21","Puede que lo vote",0.315,0.062,0.049,0.214,0,0.217,0,0.116
"P21","Nunca lo votaría",0.368,0.893,0.864,0.601,0.894,0.435,0.825,0.458
"P21","No sabe",0.109,0.027,0.077,0.112,0.106,0.097,0.175,0.338
"P22","Lo votaría",0.442,0.025,0.019,0.17,0,0.206,0,0.017
"P22","Puede que lo vote",0.24,0.031,0.087,0.157,0.107,0.106,0.016,0.082
"P22","Nunca lo votaría",0.271,0.923,0.868,0.55,0.783,0.562,0.862,0.531
"P22","No sabe",0.047,0.021,0.026,0.123,0.11,0.126,0.122,0.37
"P23","Lo votaría",0.103,0.454,0.128,0.203,0.419,0.152,0.017,0.057
"P23","Puede que lo vote",0.069,0.257,0.251,0.065,0.224,0.047,0.127,0.103
"P23","Nunca lo votaría",0.809,0.256,0.556,0.623,0.176,0.758,0.716,0.451
"P23","No sabe",0.019,0.033,0.065,0.109,0.181,0.043,0.14,0.389
"P24","Lo votaría",0.07,0.378,0.05,0.132,0.224,0.019,0.088,0.117
"P24","Puede que lo vote",0.068,0.384,0.172,0.048,0,0.214,0.049,0.233
"P24","Nunca lo votaría",0.84,0.204,0.719,0.669,0.593,0.724,0.706,0.416
"P24","No sabe",0.022,0.034,0.059,0.151,0.183,0.043,0.157,0.234
"P25","Lo votaría",0.033,0.049,0.673,0.059,0.719,0,0.019,0.047
"P25","Puede que lo vote",0.047,0.176,0.176,0.182,0,0.264,0.058,0.165
"P25","Nunca lo votaría",0.908,0.722,0.119,0.759,0.281,0.709,0.727,0.64
"P25","No sabe",0.012,0.053,0.032,0,0,0.027,0.196,0.148
"P26","Si",0.443,0.489,0.405,0.358,0.52,0.26,0.291,0.306
"P26","No",0.557,0.511,0.595,0.642,0.48,0.74,0.709,0.694
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.678,0.138,0.151,0.169,0.174,0.36,0.06,0.158
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.138,0.008,0.012,0.108,0.297,0.051,0.011,0.02
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.075,0.436,0.063,0.054,0.069,0.117,0.063,0.083
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.032,0.345,0,0.015,0.022,0.041,0.084,0.097
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.049,0.026,0.731,0.062,0.414,0.045,0.074,0.048
"PRESIDENTE","A los candidatos a presidente, a gobernador del Frente de Izquierda",0.005,0.002,0.004,0.547,0,0.007,0.031,0.114
"PRESIDENTE","Otro",0.004,0.014,0.025,0.021,0.024,0.297,0.144,0.079
"PRESIDENTE","No sabe",0.019,0.031,0.014,0.024,0,0.082,0.533,0.401
"INTENDENTE","Julio Alak a intendente por Unión por la Patria",0.607,0.097,0.046,0.062,0.221,0.212,0.057,0.116
"INTENDENTE","Guillermo Escudero a intendente por Unión por la Patria",0.037,0.016,0.078,0.032,0,0.181,0.011,0.034
"INTENDENTE","Gaston Castagneto a intendente por Unión por la Patria",0.066,0.012,0.039,0,0.079,0,0,0.044
"INTENDENTE","Juan Pablo Allan a intendente por Juntos por el Cambio",0.062,0.328,0.068,0.076,0,0.069,0.06,0.041
"INTENDENTE","Julio Garro a intendente por Juntos por el Cambio",0.06,0.412,0.162,0.073,0.033,0.062,0.154,0.139
"INTENDENTE","Luciano Guma a intendente por la Libertad Avanza",0.053,0.026,0.492,0.115,0.576,0.12,0.079,0.048
"INTENDENTE","A los candidatos a intendente del Frente de Izquierda",0.014,0.013,0.007,0.583,0,0.009,0.074,0.066
"INTENDENTE","Otro",0.027,0.015,0.056,0.037,0.091,0.262,0.138,0.08
"INTENDENTE","En blanco",0.045,0.002,0.006,0.014,0,0,0.013,0.004
"INTENDENTE","No sabe",0.029,0.079,0.046,0.008,0,0.085,0.414,0.428
