"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P25","Lo votaría",0.13,0.121,0.159,0.163,0
"P25","Puede que lo vote",0.091,0.112,0.267,0.121,0.29
"P25","Nunca lo votaría",0.743,0.739,0.497,0.674,0.618
"P25","No sabe",0.036,0.028,0.077,0.042,0.092
"P26","Si",0.456,0.459,0.36,0.226,0.456
"P26","No",0.544,0.541,0.64,0.774,0.544
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.412,0.329,0.369,0.121,0.204
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.09,0.055,0.016,0.023,0.18
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.162,0.213,0.159,0.162,0.316
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.125,0.147,0.128,0.079,0.026
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.124,0.142,0.142,0.203,0.063
"PRESIDENTE","A los candidatos a presidente, a gobernador del Frente de Izquierda",0.033,0.018,0.07,0.09,0
"PRESIDENTE","Otro",0.023,0.035,0.038,0.058,0.009
"PRESIDENTE","No sabe",0.031,0.061,0.078,0.264,0.202
"INTENDENTE","Julio Alak a intendente por Unión por la Patria",0.38,0.253,0.157,0.128,0.073
"INTENDENTE","Guillermo Escudero a intendente por Unión por la Patria",0.029,0.036,0.092,0.031,0.03
"INTENDENTE","Gaston Castagneto a intendente por Unión por la Patria",0.034,0.033,0.09,0.013,0
"INTENDENTE","Juan Pablo Allan a intendente por Juntos por el Cambio",0.124,0.169,0.137,0.097,0.333
"INTENDENTE","Julio Garro a intendente por Juntos por el Cambio",0.167,0.225,0.196,0.137,0.272
"INTENDENTE","Luciano Guma a intendente por la Libertad Avanza",0.115,0.092,0.103,0.17,0.084
"INTENDENTE","A los candidatos a intendente del Frente de Izquierda",0.036,0.026,0.075,0.108,0
"INTENDENTE","Otro",0.039,0.048,0.049,0.052,0
"INTENDENTE","En blanco",0.025,0.018,0.01,0.017,0
"INTENDENTE","No sabe",0.051,0.1,0.091,0.247,0.208
