"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.338,0.142,0.104,0.09,0.188
"P06","Casi siempre",0.308,0.449,0.277,0.051,0.207
"P06","Casi nunca",0.268,0.318,0.434,0.315,0.268
"P06","Nunca, pero esta es una excepción",0.086,0.091,0.185,0.544,0.337
"P08","Unión por la Patria",0.504,0.325,0.205,0.107,0.135
"P08","Juntos por el Cambio",0.247,0.393,0.286,0.194,0.306
"P08","De los Liberales libertarios",0.107,0.136,0.127,0.169,0.051
"P08","De la Izquierda",0.044,0.03,0.072,0.034,0.061
"P08","Hacemos por nuestro país",0.01,0.005,0.009,0,0.077
"P08","Otro",0.029,0.027,0.077,0.06,0.043
"P08","En blanco",0.02,0.01,0.047,0.194,0.009
"P08","No sabe",0.039,0.074,0.177,0.242,0.318
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Alak a intendente por Unión por la Patria",0.333,0.253,0.207,0.09,0.065
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Guillermo Escudero a intendente por Unión por la Patria",0.052,0.042,0.093,0.023,0.012
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Gaston Castagneto a intendente por Unión por la Patria",0.027,0.034,0.069,0.007,0.127
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.09,0.055,0.016,0.023,0.18
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Juan Pablo Allan a intendente por Juntos por el Cambio",0.162,0.213,0.159,0.162,0.316
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Julio Garro a intendente por Juntos por el Cambio",0.125,0.147,0.128,0.08,0.026
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora y Luciano Guma a intendente por la Libertad Avanza",0.124,0.142,0.142,0.203,0.063
"P09","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.033,0.018,0.07,0.09,0
"P09","Otro",0.023,0.035,0.038,0.058,0.009
"P09","No sabe",0.031,0.061,0.078,0.264,0.202
"P12","Si",0.457,0.588,0.546,0.511,0.373
"P12","No",0.543,0.412,0.454,0.489,0.627
"P13","Julio Alak a intendente por Unión por la Patria",0.287,0.14,0.093,0.165,0.064
"P13","Guillermo Escudero a intendente por Unión por la Patria",0.023,0.026,0.083,0.022,0.041
"P13","Gaston Castagneto a intendente por Unión por la Patria",0.037,0.04,0.057,0.007,0
"P13","Juan Pablo Allan a intendente por Juntos por el Cambio",0.118,0.163,0.105,0.091,0.117
"P13","Julio Garro a intendente por Juntos por el Cambio",0.249,0.283,0.238,0.166,0.704
"P13","Luciano Guma a intendente por la Libertad Avanza",0.12,0.109,0.124,0.115,0
"P13","A los candidatos a intendente del Frente de Izquierda",0.035,0.028,0.108,0.06,0
"P13","Otro",0.057,0.069,0.081,0.054,0
"P13","No sabe",0.074,0.142,0.111,0.32,0.074
"P16","Ninguno",0.356,0.362,0.83,1,0
"P16","Julio Alak a intendente por Unión por la Patria",0.229,0.121,0,0,0
"P16","Guillermo Escudero a intendente por Unión por la Patria",0.019,0,0,0,0
"P16","Gaston Castagneto a intendente por Unión por la Patria",0.052,0.068,0,0,0
"P16","Juan Pablo Allan a intendente por Juntos por el Cambio",0.131,0.034,0,0,0
"P16","Julio Garro a intendente por Juntos por el Cambio",0.044,0,0,0,1
"P16","Luciano Guma a intendente por la Libertad Avanza",0.01,0.184,0,0,0
"P16","A los candidatos a intendente del Frente de Izquierda",0.008,0.068,0,0,0
"P16","Otro",0.037,0.05,0,0,0
"P16","No sabe",0.114,0.113,0.17,0,0
"P19","Lo votaría",0.394,0.245,0.19,0.106,0.153
"P19","Puede que lo vote",0.151,0.128,0.179,0.066,0.303
"P19","Nunca lo votaría",0.389,0.575,0.479,0.696,0.379
"P19","No sabe",0.066,0.052,0.152,0.132,0.165
"P20","Lo votaría",0.161,0.082,0.152,0.088,0.236
"P20","Puede que lo vote",0.186,0.117,0.149,0.039,0.174
"P20","Nunca lo votaría",0.551,0.713,0.544,0.743,0.398
"P20","No sabe",0.102,0.088,0.155,0.13,0.192
"P21","Lo votaría",0.144,0.042,0.14,0.019,0.085
"P21","Puede que lo vote",0.199,0.162,0.13,0.048,0.348
"P21","Nunca lo votaría",0.566,0.727,0.571,0.821,0.377
"P21","No sabe",0.091,0.069,0.159,0.112,0.19
"P22","Lo votaría",0.277,0.15,0.079,0.026,0.111
"P22","Puede que lo vote",0.14,0.111,0.16,0.089,0.2
"P22","Nunca lo votaría",0.526,0.7,0.621,0.821,0.485
"P22","No sabe",0.057,0.039,0.14,0.064,0.204
"P23","Lo votaría",0.208,0.23,0.247,0.152,0.126
"P23","Puede que lo vote",0.131,0.212,0.108,0.192,0.13
"P23","Nunca lo votaría",0.612,0.523,0.514,0.552,0.505
"P23","No sabe",0.049,0.035,0.131,0.104,0.239
"P24","Lo votaría",0.163,0.192,0.181,0.092,0
"P24","Puede que lo vote",0.149,0.237,0.248,0.191,0.289
"P24","Nunca lo votaría",0.647,0.514,0.496,0.663,0.464
"P24","No sabe",0.041,0.057,0.075,0.054,0.247
