"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Angel Nicolai del Frente Cívico por Santiago",0.528,0.519,0.536,0.559,0.654,0.362,0.285,0.571,0.469,0.501,0.626,0.249,0.265
"Pablo Mirolo por el Frente renovador",0.234,0.204,0.262,0.259,0.196,0.285,0.196,0.253,0.24,0.16,0.267,0.089,0.333
"Marcelo Lugones por Juntos por el Cambio",0.078,0.106,0.051,0.032,0.02,0.154,0.288,0.048,0.109,0.115,0.011,0.357,0.148
"Emilio Rached por Juntos por el Cambio",0.038,0.037,0.04,0.011,0.01,0.12,0.087,0.033,0.043,0.044,0.012,0.149,0
"Rodrigo Posse por Juntos por el Cambio",0.013,0.002,0.024,0.008,0.023,0.013,0,0.012,0.008,0.027,0.012,0.016,0
"Facundo Perez Carletti por Juntos por el Cambio",0.023,0.033,0.014,0.024,0.006,0,0.112,0.004,0.036,0.063,0,0.062,0.216
"Natalia Neme por Juntos por el Cambio",0.042,0.049,0.035,0.074,0.027,0.014,0.032,0.026,0.065,0.049,0.036,0.033,0
"A otros candidatos",0.044,0.05,0.038,0.033,0.064,0.052,0,0.053,0.03,0.041,0.036,0.045,0.038
