"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Si",0.826,0.741,0.831,0.544
"P05","Puede ser",0.144,0.174,0.093,0.266
"P05","No",0.03,0.085,0.076,0.19
"P06","Gerardo Zamora por el Frente Civico por Santiago",0.819,0.781,0.318,0.437
"P06","Pablo Mirolo por el Frente Renovador",0.098,0.136,0.118,0
"P06","Marcelo Lugones por Juntos por el Cambio",0.005,0,0.263,0.357
"P06","Emilio Rached por Juntos por el Cambio",0.02,0,0.088,0
"P06","Guillermo Suarez Melean por Juntos por el Cambio",0.006,0,0.031,0
"P06","Natalia Neme por Juntos por el Cambio",0.004,0,0.007,0
"P06","No sabe",0.048,0.083,0.175,0.206
"P08","Angel Nicolai del Frente Cívico por Santiago",0.554,0.569,0.169,0.185
"P08","Pablo Mirolo por el Frente renovador",0.229,0.164,0.138,0
"P08","Marcelo Lugones por Juntos por el Cambio",0.013,0,0.299,0.167
"P08","Emilio Rached por Juntos por el Cambio",0.008,0,0.131,0
"P08","Rodrigo Posse por Juntos por el Cambio",0.014,0.005,0.012,0
"P08","Facundo Perez Carletti por Juntos por el Cambio",0.003,0.027,0.068,0
"P08","Natalia Neme por Juntos por el Cambio",0.031,0.022,0.065,0
"P08","A otros candidatos",0.025,0.075,0.041,0.073
"P08","No sabe",0.123,0.138,0.077,0.575
"P10","El covid-19",0.24,0.2,0.034,0
"P10","El desempleo",0.246,0.337,0.285,0.148
"P10","El precio del dólar",0.148,0.031,0,0
"P10","La inseguridad",0.057,0.117,0.001,0.119
"P10","La inflación",0.093,0.145,0.064,0.073
"P10","La corrupción",0.024,0.03,0.349,0.094
"P10","La pobreza",0.111,0.087,0.158,0.195
"P10","Las tarifas",0.025,0.004,0.014,0.014
"P10","Otro",0.056,0.049,0.095,0.357
"P15","Positiva",0.801,0.328,0.047,0.21
"P15","Neutra",0.157,0.495,0.175,0.209
"P15","Negativa",0.026,0.087,0.743,0.057
"P15","No sabe",0.016,0.09,0.035,0.524
"P16","Positiva",0.104,0.14,0.516,0.167
"P16","Neutra",0.27,0.437,0.18,0.091
"P16","Negativa",0.598,0.414,0.295,0.19
"P16","No sabe",0.028,0.009,0.009,0.552
"P18","Positiva",0.24,0.203,0.577,0.193
"P18","Neutra",0.467,0.544,0.237,0.016
"P18","Negativa",0.204,0.082,0.13,0
"P18","No sabe",0.089,0.171,0.056,0.791
"P19","Positiva",0.425,0.065,0.187,0.095
"P19","Neutra",0.45,0.678,0.183,0.015
"P19","Negativa",0.071,0.11,0.599,0.364
"P19","No sabe",0.054,0.147,0.031,0.526
"P20","Si",0.667,0.419,0.62,0.327
"P20","No",0.333,0.581,0.38,0.673
