"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Angel Nicolai del Frente Cívico por Santiago",0.459,0.461,0.457,0.48,0.561,0.329,0.269,0.505,0.388,0.446,0.552,0.198,0.227
"Pablo Mirolo por el Frente renovador",0.205,0.191,0.219,0.217,0.16,0.277,0.196,0.223,0.213,0.129,0.231,0.089,0.271
"Marcelo Lugones por Juntos por el Cambio",0.077,0.106,0.049,0.032,0.02,0.148,0.289,0.048,0.109,0.108,0.011,0.351,0.148
"Emilio Rached por Juntos por el Cambio",0.038,0.037,0.039,0.011,0.01,0.12,0.087,0.033,0.043,0.044,0.012,0.149,0
"Rodrigo Posse por Juntos por el Cambio",0.01,0.002,0.018,0.008,0.014,0.013,0,0.006,0.008,0.027,0.008,0.016,0
"Facundo Perez Carletti por Juntos por el Cambio",0.019,0.027,0.011,0.017,0.006,0,0.099,0.004,0.028,0.053,0,0.04,0.216
"Natalia Neme por Juntos por el Cambio",0.034,0.042,0.027,0.065,0.021,0,0.032,0.026,0.052,0.025,0.032,0.033,0
"A otros candidatos",0.039,0.04,0.038,0.033,0.051,0.052,0,0.044,0.03,0.042,0.036,0.045,0.038
"No sabe",0.119,0.094,0.142,0.137,0.157,0.061,0.028,0.111,0.129,0.126,0.118,0.079,0.1
