"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.821,0.578,0.14,0.482
"P11","A Juntos",0.082,0.199,0.569,0.182
"P11","Al Frente de Izquierda",0.082,0.074,0.07,0.005
"P11","Al Partido Avanza libertad",0,0.043,0.087,0.112
"P11","A “Vamos con vos""",0.005,0.04,0.005,0.01
"P11","Votaría en blanco o anularía",0.01,0.066,0.129,0.209
