"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.806,0.66,0.169,0.403
"P11","A Juntos",0.108,0.172,0.515,0.18
"P11","Al Frente de Izquierda",0.057,0.064,0.058,0.074
"P11","Al Partido Avanza libertad",0,0.027,0.104,0.055
"P11","A “Vamos con vos""",0.016,0.008,0.018,0.037
"P11","Votaría en blanco o anularía",0.013,0.069,0.136,0.251
