"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy buena",0.048,0.057,0.04,0.127,0.014,0.044,0.026,0.073,0.052,0.014,0.045,0.048,0.126,0.069,0.032,0.05,0.037,0.107
"Buena",0.1,0.08,0.121,0.145,0.074,0.087,0.121,0.077,0.14,0.064,0.109,0.125,0.032,0.103,0.105,0.082,0.106,0.222
"Ni buena ni mala",0.335,0.357,0.312,0.298,0.319,0.321,0.459,0.354,0.346,0.295,0.436,0.287,0.193,0.325,0.344,0.348,0.322,0.31
"Mala",0.341,0.359,0.323,0.3,0.385,0.372,0.238,0.323,0.31,0.412,0.295,0.327,0.449,0.321,0.346,0.354,0.356,0.122
"Muy mala",0.134,0.117,0.15,0.089,0.176,0.134,0.086,0.123,0.117,0.172,0.084,0.169,0.157,0.132,0.148,0.134,0.125,0.193
"No sabe",0.042,0.03,0.054,0.041,0.032,0.042,0.07,0.05,0.035,0.043,0.031,0.044,0.043,0.05,0.025,0.032,0.054,0.046
