"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.317,0.297,0.337,0.267,0.327,0.339,0.343,0.318,0.311,0.326,0.414,0.156,0.324,0.554,0.098,0.282,0.347,0.418
"Gobierno provincial",0.468,0.494,0.443,0.499,0.473,0.488,0.368,0.391,0.488,0.54,0.312,0.726,0.495,0.281,0.667,0.462,0.485,0.414
"No sabe",0.215,0.209,0.22,0.234,0.2,0.173,0.289,0.291,0.201,0.134,0.274,0.118,0.181,0.165,0.235,0.256,0.168,0.168
