"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El estado nacional",0.157,0.197,0.115,0.206,0.161,0.107,0.139,0.187,0.171,0.096,0.129,0.177,0.146,0.129,0.207,0.148,0.161,0.2
"El estado provincial",0.461,0.459,0.463,0.389,0.462,0.517,0.489,0.436,0.475,0.469,0.566,0.398,0.498,0.593,0.329,0.477,0.464,0.309
"Ambos de forma coordinada",0.286,0.27,0.303,0.267,0.295,0.3,0.273,0.263,0.257,0.363,0.205,0.337,0.324,0.216,0.356,0.268,0.291,0.409
"No sabe",0.096,0.074,0.119,0.138,0.082,0.076,0.099,0.114,0.097,0.072,0.1,0.088,0.032,0.062,0.108,0.107,0.084,0.082
