codigo	bloque	paleta	texto	label	aclaracion
P06	Preferencias electorales	politica	Si las elecciones presidenciales fueran mañana ¿Al candidato de qué espacio político votaría?	Intención de voto para presidente	
P07	Preferencias electorales	politica	¿A cúal de los siguientes dirigentes del Frente de Todos y el peronismo preferiría ud. votar?	Intención de voto dentro del Frente de Todos y el Peronismo	(Sólo para votantes del Frente de Todos, ESCENARIO 1)
P08	Preferencias electorales	politica	Y si en cambio, los candidatos del Frente de Todos y el peronismo fuesen los siguientes ¿A cúal preferiría ud. votar?	Intención de voto dentro del Frente de Todos y el Peronismo	(Sólo para votantes del Frente de Todos, ESCENARIO 2)
P09	Preferencias electorales	politica	¿A cúal de los siguientes dirigentes de Juntos por el Cambio preferiría ud. votar?	Intención de voto dentro de Juntos por el Cambio	(Sólo para votantes de Juntos por el Cambio)
P10	Escenarios políticos	politica	Pensando en las próximas elecciones primarias (PASO) ¿A cuáles de los siguientes candidatos preferiría votar para Jefe de Gobierno?	Intención de voto para Jefe de Gobierno PASO	(PASO, Escenario 1)
P11	Escenarios políticos	politica	Pensando en las próximas elecciones primarias (PASO) ¿A cuáles de los siguientes candidatos preferiría votar para Jefe de Gobierno?	Intención de voto para Jefe de Gobierno PASO	(PASO, Escenario 2)
P12	Escenarios políticos	politica	Y si los candidatos en las elecciones primarias (PASO) para Jefe de Gobierno en cambio fueran los siguientes ¿A cúales preferiría votar?	Intención de voto para Jefe de Gobierno PASO	(PASO, Escenario 3)
P13	Escenarios políticos	politica	Y si por el contrario estos fueran los candidatos para Jefe de Gobierno en las elecciones primarias (PASO) ¿A cúales preferiría votar?	Intención de voto para Jefe de Gobierno PASO	(PASO, Escenario 4)
P14	Escenarios políticos	politica	Y si por el contrario estos fueran los candidatos para Jefe de Gobierno en las elecciones primarias (PASO) ¿A cúales preferiría votar?	Intención de voto para Jefe de Gobierno PASO	(PASO, Escenario 5)
P15	Escenarios políticos	politica	Y en el caso que los siguientes dirigentes nacionales apoyarán a algún candidato, ¿a quién votaría ud. para Jefe de Gobierno?	Intención de voto para Jefe de Gobierno PASO según apoyo del candidato presidencial	(PASO según apoyo  candidato presidencial, escenario 1)
P16	Escenarios políticos	politica	Y en el caso que los siguientes dirigentes nacionales apoyarán a algún candidato, ¿a quién votaría ud. para Jefe de Gobierno?	Intención de voto para Jefe de Gobierno PASO según apoyo del candidato presidencial	(PASO según apoyo  candidato presidencial, escenario 2)
P17	Escenarios políticos	politica	Si en cambio los siguientes dirigentes nacionales apoyarán a algún candidato, ¿a quién votaría ud. para Jefe de Gobierno?	Intención de voto para Jefe de Gobierno PASO según apoyo del candidato presidencial	(PASO según apoyo  candidato presidencial, escenario 3)
P18	Escenarios políticos	politica	Si en cambio los siguientes dirigentes nacionales apoyarán a algún candidato, ¿a quién votaría ud. para Jefe de Gobierno?	Intención de voto para Jefe de Gobierno PASO según apoyo del candidato presidencial	(PASO según apoyo  candidato presidencial, escenario 4)
P19	Escenarios políticos	politica	Si los candidatos a Jefe de Gobierno en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intención de voto paraJefe de Gobierno en primera vuelta	(Escenario 1)
P22	Escenarios políticos	politica	Y si en cambio los candidatos a Jefe de Gobierno en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intención de voto paraJefe de Gobierno en primera vuelta	(Escenario 2)
P25	Escenarios políticos	politica	Y si en cambio los candidatos a Jefe de Gobierno en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intención de voto paraJefe de Gobierno en primera vuelta	(Escenario 3)
P28	Escenarios políticos	politica	Y si en cambio los candidatos a Jefe de Gobierno en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intención de voto paraJefe de Gobierno en primera vuelta	(Escenario 4)
P31	Reach candidatos a Jefe de Gobierno	reach	Si Leandro Santoro fuese candidato a Jefe de Gobierno, ud...	Preferencia de voto a Leandro Santoro	
P32	Reach candidatos a Jefe de Gobierno	reach	Si Pedro Rosemblat fuese candidato a Jefe de Gobierno, ud...	Preferencia de voto a Pedro Rosemblat	
P33	Reach candidatos a Jefe de Gobierno	reach	Si Matías Lammens fuese candidato a Jefe de Gobierno, ud…	Preferencia de voto a Matías Lammens	
P34	Reach candidatos a Jefe de Gobierno	reach	Si Jorge Macri fuese candidato a Jefe de Gobierno, ud...	Preferencia de voto a Jorge Macri	
P35	Reach candidatos a Jefe de Gobierno	reach	Si Martín Lousteau fuese candidato a Jefe de Gobierno, ud...	Preferencia de voto a Martín Lousteau	
P36	Reach candidatos a Jefe de Gobierno	reach	Si Ricardo López Murphy fuese candidato a Jefe de Gobierno, ud...	Preferencia de voto a Ricardo López Murphy	
P37	Reach candidatos a Jefe de Gobierno	reach	Si Luis Zamora fuese candidato a Jefe de Gobierno, ud...	Preferencia de voto a Luis Zamora	
P38	Reach candidatos a Jefe de Gobierno	reach	Si María Eugenia Vidal fuese candidata a Jefe de Gobierno, ud...	Preferencia de voto a María Eugenia Vidal	
