"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.544,0.437,0.554,0.473
"P05","Bastante",0.278,0.458,0.347,0.312
"P05","Poco",0.106,0.079,0.072,0.079
"P05","Nada",0.072,0.026,0.017,0.136
"P05","No sabe",0,0,0.01,0
"P06","Siempre",0.306,0.277,0.245,0.141
"P06","Casi siempre",0.395,0.498,0.477,0.533
"P06","Casi nunca",0.172,0.203,0.239,0.306
"P06","Nunca, pero esta es una excepción",0.127,0.022,0.039,0.02
"P08","Unión por la Patria",0.199,0.149,0.506,0.169
"P08","Juntos por el Cambio ",0.273,0.719,0.383,0.508
"P08","Liberales",0.5,0.047,0.012,0.089
"P08","Izquierda",0.01,0.034,0.039,0.1
"P08","Otro",0.012,0.021,0.014,0
"P08","No sabe",0.006,0.03,0.046,0.134
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.03,0.035,0.381,0.174
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.021,0,0.193,0.014
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.289,0.602,0.206,0.461
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.116,0.241,0.133,0.142
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.511,0.065,0.006,0
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0,0.015,0.056,0.1
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0.021,0.005,0
"P09","Otros",0.027,0,0.005,0.036
"P09","En blanco",0.006,0,0.004,0
"P09","No sabe",0,0.021,0.011,0.073
"P12","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.056,0.055,0.454,0.073
"P12","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.372,0.468,0.193,0.329
"P12","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.075,0.364,0.209,0.295
"P12","Ramiro Marra por la Libertad Avanza",0.441,0.083,0.022,0.092
"P12","Vanina Biasi por el Frente de Izquierda",0.056,0,0.072,0
"P12","Otros",0,0.017,0.032,0.123
"P12","En blanco",0,0,0.012,0
"P12","No sabe",0,0.013,0.006,0.088
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.069,0.101,0.293,0.131
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.033,0.079,0.178,0.095
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.491,0.328,0.179,0.379
