"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.374,0.37,0.377,0.437,0.399,0.357,0.294,0.396,0.319,0.403,0.747,0.07,0.355
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.402,0.401,0.403,0.298,0.347,0.431,0.556,0.365,0.492,0.356,0.115,0.684,0.316
"En blanco",0.16,0.168,0.154,0.243,0.179,0.145,0.072,0.143,0.11,0.197,0.104,0.177,0.202
"No sabe",0.064,0.061,0.066,0.022,0.075,0.067,0.078,0.096,0.079,0.044,0.034,0.069,0.127
