"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Unión por la Patria",0.315,0.332,0.3,0.368,0.312,0.323,0.261,0.345,0.273,0.332,0.55,0.19,0.206
"Juntos por el Cambio ",0.378,0.328,0.421,0.22,0.324,0.48,0.521,0.223,0.453,0.384,0.233,0.613,0.29
"Liberales",0.122,0.175,0.077,0.189,0.128,0.083,0.084,0.163,0.101,0.121,0.07,0.13,0.2
"Izquierda",0.041,0.04,0.042,0.048,0.053,0.036,0.019,0.029,0.025,0.056,0.031,0.006,0.067
"Otro",0.035,0.034,0.036,0.03,0.047,0.014,0.042,0.067,0.045,0.017,0.026,0.014,0.075
"No sabe",0.109,0.091,0.124,0.145,0.136,0.064,0.073,0.173,0.103,0.09,0.09,0.047,0.162
