"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","Unión por la Patria y el peronismo",0.859,0.508,0.399,0.057,0.039,0.156
"P06","Juntos por el Cambio ",0.05,0.24,0.292,0.54,0.587,0.045
"P06","De los Liberales libertarios",0.056,0.1,0.084,0.275,0.285,0.037
"P06","De la Izquierda",0.008,0.047,0.062,0.046,0.031,0.022
"P06","No sabe",0.027,0.105,0.163,0.082,0.058,0.74
"P07","A Sergio Massa",0.264,0.299,0.479,0.079,0.233,0.376
"P07","A Daniel Scioli",0.06,0.156,0.07,0.152,0.06,0.624
"P07","A algún candidato del peronismo",0.079,0.122,0.155,0.487,0.644,0
"P07","A algún candidato del kirchnerismo",0.597,0.423,0.296,0.282,0.063,0
"P08","A Horacio Rodriguez Larreta",0.148,0.321,0.131,0.152,0.144,0.271
"P08","A Patricia Bullrich",0.485,0.537,0.588,0.75,0.802,0
"P08","A Facundo Manes",0.304,0.142,0.148,0.065,0.028,0.729
"P08","A Gerardo Morales",0.063,0,0.133,0.033,0.026,0
"P09","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.221,0.238,0.199,0.046,0.002,0
"P09","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.623,0.286,0.211,0.037,0.004,0.057
"P09","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.034,0.129,0.04,0.02,0.014,0.109
"P09","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.028,0.079,0.163,0.392,0.502,0.128
"P09","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.009,0.087,0.149,0.1,0.135,0.036
"P09","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.064,0.074,0.088,0.28,0.29,0.116
"P09","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.006,0.054,0.058,0.026,0.026,0
"P09","En blanco",0.001,0.033,0.032,0.032,0.008,0.181
"P09","No sabe",0.014,0.02,0.06,0.067,0.019,0.373
"P12","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.229,0.249,0.149,0.028,0.021,0.015
"P12","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.614,0.322,0.177,0.037,0.016,0.057
"P12","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.047,0.128,0.195,0.39,0.484,0.149
"P12","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.026,0.131,0.136,0.124,0.13,0.014
