"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.199,0.204,0.194,0.272,0.243,0.147,0.139,0.208,0.189,0.204,0.197,0.202,0.248,0.184,0.235
"A Patricia Bullrich",0.684,0.678,0.689,0.616,0.616,0.752,0.759,0.68,0.691,0.677,0.691,0.67,0.489,0.74,0.547
"A Facundo Manes",0.075,0.078,0.073,0.083,0.093,0.058,0.063,0.07,0.076,0.079,0.073,0.08,0.207,0.04,0.172
"A Gerardo Morales",0.042,0.04,0.044,0.029,0.048,0.043,0.039,0.042,0.044,0.04,0.039,0.048,0.056,0.036,0.046
