"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Axel Kicillof por Unión por la Patria",0.392,0.361,0.421,0.356,0.417,0.392,0.368,0.361,0.383,0.436,0.396,0.383,0.757,0.128,0.155
"Diego Santilli por Juntos por el Cambio",0.307,0.301,0.313,0.24,0.24,0.347,0.446,0.304,0.301,0.32,0.305,0.311,0.085,0.555,0.451
"Guillermo Britos por la Libertad Avanza",0.169,0.212,0.125,0.222,0.215,0.148,0.059,0.197,0.18,0.123,0.177,0.152,0.079,0.198,0.173
"Al candidato del Frente de Izquierda",0.027,0.03,0.025,0.061,0.032,0.013,0.008,0.021,0.026,0.035,0.026,0.03,0.017,0.009,0.059
"En blanco",0.043,0.037,0.05,0.083,0.032,0.039,0.041,0.048,0.044,0.037,0.035,0.06,0.028,0.047,0.05
"No sabe",0.062,0.059,0.066,0.038,0.064,0.061,0.078,0.069,0.066,0.049,0.061,0.064,0.034,0.063,0.112
