"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P06","Unión por la Patria y el peronismo",0.844,0.727,0.144,0.589
"P06","Juntos por el Cambio ",0.076,0.141,0.498,0.046
"P06","De los Liberales libertarios",0.027,0.042,0.256,0.074
"P06","De la Izquierda",0.007,0.024,0.037,0.032
"P06","No sabe",0.046,0.066,0.065,0.259
"P07","A Sergio Massa",0.372,0.298,0.185,0.248
"P07","A Daniel Scioli",0.112,0.083,0.025,0.004
"P07","A algún candidato del peronismo",0.101,0.061,0.235,0.098
"P07","A algún candidato del kirchnerismo",0.415,0.558,0.555,0.65
"P08","A Horacio Rodriguez Larreta",0.282,0.305,0.132,0.1
"P08","A Patricia Bullrich",0.346,0.378,0.791,0.816
"P08","A Facundo Manes",0.253,0.237,0.045,0.084
"P08","A Gerardo Morales",0.119,0.08,0.032,0
"P09","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.306,0.22,0.035,0.147
"P09","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.497,0.505,0.096,0.438
"P09","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.106,0.05,0.011,0.009
"P09","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.042,0.054,0.403,0.072
"P09","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.014,0.054,0.122,0.057
"P09","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.026,0.051,0.26,0.067
"P09","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.003,0.026,0.032,0.012
"P09","En blanco",0.001,0.011,0.016,0.04
"P09","No sabe",0.005,0.029,0.025,0.158
"P12","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.291,0.206,0.045,0.168
"P12","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.489,0.499,0.106,0.386
"P12","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.071,0.059,0.403,0.105
"P12","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.039,0.076,0.119,0.04
"P12","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.052,0.088,0.219,0.09
"P12","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.019,0.026,0.054,0.006
"P12","En blanco",0.013,0.021,0.018,0.039
"P12","No sabe",0.026,0.025,0.036,0.166
"P15","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.576,0.575,0.087,0.44
"P15","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.226,0.12,0.025,0.028
"P15","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.05,0.055,0.399,0.037
"P15","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.031,0.059,0.121,0.052
"P15","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.05,0.047,0.255,0.078
"P15","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.028,0.041,0.047,0.035
"P15","En blanco",0.01,0.02,0.03,0.076
"P15","No sabe",0.029,0.083,0.036,0.254
"P18","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.657,0.675,0.122,0.47
"P18","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.141,0.087,0.029,0.036
"P18","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.037,0.052,0.396,0.047
"P18","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.055,0.057,0.119,0.043
"P18","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.061,0.056,0.243,0.094
"P18","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.024,0.019,0.038,0.027
"P18","En blanco",0.007,0.011,0.019,0.026
"P18","No sabe",0.018,0.043,0.034,0.257
"P21","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.691,0.626,0.112,0.377
"P21","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.056,0.086,0.392,0.08
"P21","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.06,0.064,0.123,0.073
"P21","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.043,0.051,0.239,0.1
"P21","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.031,0.043,0.048,0.098
"P21","En blanco",0.041,0.022,0.036,0.05
"P21","No sabe",0.078,0.108,0.05,0.222
"P24","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.569,0.522,0.137,0.337
"P24","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.058,0.099,0.34,0.052
"P24","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.213,0.244,0.136,0.141
"P24","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.064,0.053,0.299,0.125
"P24","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.016,0.025,0.033,0.036
"P24","En blanco",0.019,0.006,0.026,0.045
"P24","No sabe",0.061,0.051,0.029,0.264
"P25","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.628,0.533,0.121,0.397
"P25","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.022,0.076,0.345,0.047
"P25","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.21,0.238,0.12,0.146
"P25","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.039,0.045,0.319,0.085
"P25","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.016,0.03,0.034,0.039
"P25","En blanco",0.021,0.009,0.03,0.031
"P25","No sabe",0.064,0.069,0.031,0.255
"P26","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.78,0.633,0.1,0.466
"P26","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.038,0.11,0.485,0.046
"P26","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.03,0.061,0.266,0.074
"P26","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.046,0.047,0.043,0.044
"P26","En blanco",0.037,0.064,0.036,0.047
"P26","No sabe",0.069,0.085,0.07,0.323
"P27","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.762,0.671,0.095,0.473
"P27","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.046,0.115,0.357,0.082
"P27","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.034,0.069,0.323,0.091
"P27","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.058,0.041,0.044,0.069
"P27","En blanco",0.038,0.032,0.069,0.043
"P27","No sabe",0.062,0.072,0.112,0.242
"P28","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.855,0.702,0.123,0.53
"P28","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.034,0.12,0.494,0.067
"P28","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.024,0.069,0.261,0.073
"P28","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.024,0.036,0.039,0.012
"P28","En blanco",0.021,0.033,0.027,0.078
"P28","No sabe",0.042,0.04,0.056,0.24
"P29","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.849,0.723,0.123,0.502
"P29","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.033,0.117,0.359,0.144
"P29","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.025,0.078,0.334,0.074
"P29","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.036,0.014,0.035,0.018
"P29","En blanco",0.023,0.034,0.053,0.05
"P29","No sabe",0.034,0.034,0.096,0.212
"P30","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.825,0.732,0.109,0.566
"P30","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.043,0.086,0.48,0.088
"P30","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.022,0.056,0.27,0.071
"P30","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.026,0.028,0.037,0.033
"P30","En blanco",0.032,0.04,0.034,0.039
"P30","No sabe",0.052,0.058,0.07,0.203
"P31","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.79,0.731,0.106,0.522
"P31","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.035,0.096,0.356,0.117
"P31","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.038,0.066,0.337,0.074
"P31","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.036,0.035,0.037,0.06
"P31","En blanco",0.035,0.028,0.07,0.042
"P31","No sabe",0.066,0.044,0.094,0.185
"P32","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.786,0.482,0.031,0.178
"P32","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.028,0.109,0.477,0.072
"P32","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.032,0.053,0.266,0.071
"P32","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.042,0.083,0.058,0.081
"P32","En blanco",0.026,0.097,0.081,0.139
"P32","No sabe",0.086,0.176,0.087,0.459
"P33","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.743,0.508,0.024,0.148
"P33","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.032,0.108,0.367,0.111
"P33","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.025,0.064,0.341,0.071
"P33","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.036,0.076,0.057,0.079
"P33","En blanco",0.063,0.103,0.1,0.106
"P33","No sabe",0.101,0.141,0.111,0.485
"P34","Axel Kicillof por Unión por la Patria",0.894,0.736,0.133,0.619
"P34","Nestor Grindetti por Juntos por el Cambio",0.027,0.131,0.487,0.047
"P34","Guillermo Britos por la Libertad Avanza",0.013,0.041,0.232,0.045
"P34","Al candidato del Frente de Izquierda",0.023,0.025,0.035,0.018
"P34","En blanco",0.023,0.022,0.043,0.037
"P34","No sabe",0.02,0.045,0.07,0.234
"P35","Axel Kicillof por Unión por la Patria",0.883,0.755,0.136,0.595
"P35","Diego Santilli por Juntos por el Cambio",0.037,0.139,0.452,0.108
"P35","Guillermo Britos por la Libertad Avanza",0.012,0.055,0.258,0.074
"P35","Al candidato del Frente de Izquierda",0.022,0.022,0.033,0.027
"P35","En blanco",0.012,0.017,0.06,0.037
"P35","No sabe",0.034,0.012,0.061,0.159
"P36","Sergio Massa por Unión por la Patria",0.776,0.691,0.095,0.434
"P36","Nestor Grindetti por Juntos por el Cambio",0.038,0.119,0.491,0.07
"P36","Guillermo Britos por la Libertad Avanza",0.017,0.041,0.247,0.073
"P36","Al candidato del Frente de Izquierda",0.053,0.042,0.042,0.047
"P36","En blanco",0.038,0.045,0.057,0.044
"P36","No sabe",0.078,0.062,0.068,0.332
