"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Tiene Decidido que va a ir a votar",0.933,0.92,0.945,0.873,0.952,0.962,0.936,0.918,0.934,0.949,0.93,0.929,0.905,0.943
"Tiene dudas sobre si va a ir a  votar",0.038,0.046,0.031,0.06,0.036,0.022,0.034,0.041,0.037,0.036,0.043,0.032,0.055,0.034
"Tiene Decidido que no va a ir a votar",0.029,0.034,0.024,0.067,0.012,0.016,0.03,0.041,0.029,0.015,0.027,0.039,0.04,0.023
