"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.919,0.369,0.04,0.181
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.064,0.37,0.769,0.147
"P06","En blanco",0.008,0.198,0.133,0.19
"P06","Aun no tengo decidido mi voto",0.009,0.063,0.058,0.482
"P08","Totalmente seguro",0.871,0.376,0.734,0.297
"P08","Bastante seguro",0.099,0.348,0.111,0.195
"P08","Algo seguro",0.018,0.195,0.104,0.03
"P08","Para nada seguro",0.012,0.081,0.051,0.478
"P09","Tiene Decidido que va a ir a votar",0.975,0.579,0.88,0.434
"P09","Tiene dudas sobre si va a ir a  votar",0.019,0.347,0.04,0.172
"P09","Tiene Decidido que no va a ir a votar",0.006,0.074,0.08,0.394
"P11","Lo votaría",0.118,0.357,0.673,0.18
"P11","Puede que lo vote",0.019,0.29,0.088,0.016
"P11","Nunca lo votaría",0.853,0.273,0.222,0.051
"P11","No sabe",0.01,0.08,0.017,0.753
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.408,0.619,0.31,0.714
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.592,0.381,0.69,0.286
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.63,0.345,0,0.055
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.041,0.233,0.237,0.098
"P14","En blanco",0.329,0.422,0.763,0.847
