"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.389,0.137,0.076,0.174,0.142
"P06","Casi siempre",0.271,0.405,0.155,0.174,0.265
"P06","Casi nunca",0.212,0.277,0.492,0.227,0.31
"P06","Nunca, pero esta es una excepción",0.128,0.181,0.277,0.425,0.283
"P09","Unidos para Cambiar San Luis",0.31,0.276,0.245,0.168,0.182
"P09","Juntos Avancemos",0.187,0.28,0.2,0.196,0.056
"P09","De los liberales libertarios",0.338,0.217,0.226,0.127,0.23
"P09","De la Izquierda",0.03,0.013,0.015,0.049,0
"P09","Hacemos por nuestro país",0.039,0.011,0.042,0.03,0.035
"P09","En blanco",0.036,0.04,0.087,0.038,0.375
"P09","No sabe",0.06,0.163,0.185,0.392,0.122
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.355,0.316,0.321,0.262,0.094
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.156,0.232,0.114,0.15,0
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.41,0.293,0.262,0.259,0.235
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.015,0.006,0.066,0.169
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.037,0.052,0.009,0
"P12","En blanco",0.001,0.028,0.101,0.046,0.169
"P12","No sabe",0.042,0.079,0.144,0.208,0.333
"P15","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.489,0.472,0.379,0.398,0.045
"P15","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.174,0.209,0.201,0.112,0.227
"P15","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.225,0.166,0.159,0.107,0.171
"P15","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.057,0.061,0.076,0.175,0.057
"P15","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.02,0.017,0.052,0.045,0
"P15","No sabe",0.035,0.075,0.133,0.163,0.5
"P16","Totalmente seguro.",0.794,0.682,0.464,0.541,0.305
"P16","Bastante seguro",0.089,0.125,0.087,0.076,0
"P16","Algo seguro",0.037,0.094,0.192,0.093,0.451
"P16","Para nada seguro",0.08,0.099,0.257,0.29,0.244
"P17","Tiene Decidido que va a ir a votar.",0.904,0.906,0.77,0.626,0.477
"P17","Tiene dudas sobre si va a ir a  votar",0.07,0.073,0.196,0.216,0.177
"P17","Tiene Decidido que no va a ir a votar",0.026,0.021,0.034,0.158,0.346
"P18","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.475,0.419,0.361,0.328,0.255
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.227,0.344,0.242,0.172,0
"P18","En blanco",0.176,0.069,0.127,0.179,0.658
"P18","No sabe",0.122,0.168,0.27,0.321,0.087
"P19","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.267,0.291,0.259,0.119,0.447
"P19","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.382,0.394,0.285,0.271,0.102
"P19","En blanco",0.202,0.14,0.136,0.36,0.193
"P19","No sabe",0.149,0.175,0.32,0.25,0.258
"P20","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.432,0.38,0.31,0.197,0.329
"P20","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.422,0.385,0.439,0.314,0.329
"P20","En blanco",0.087,0.079,0.085,0.379,0.25
"P20","No sabe",0.059,0.156,0.166,0.11,0.092
"P21","Si",0.571,0.464,0.39,0.237,0
"P21","No",0.429,0.536,0.61,0.763,1
"P12_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.367,0.321,0.357,0.367,0.269
"P12_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.157,0.253,0.134,0.155,0.009
"P12_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.438,0.337,0.341,0.352,0.384
"P12_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.016,0.006,0.066,0.169
"P12_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.017,0.045,0.061,0.009,0
"P12_imputada","En blanco",0.001,0.028,0.101,0.051,0.169
