"var","categoria","Si","No"
"P05","Mucho",0.599,0.428
"P05","Bastante",0.266,0.292
"P05","Poco",0.112,0.167
"P05","Nada",0.023,0.069
"P05","No sabe",0,0.044
"P06","Siempre",0.408,0.17
"P06","Casi siempre",0.336,0.294
"P06","Casi nunca",0.159,0.324
"P06","Nunca, pero esta es una excepción",0.097,0.212
"P09","Unidos para Cambiar San Luis",0.353,0.266
"P09","Juntos Avancemos",0.234,0.164
"P09","De los liberales libertarios",0.275,0.284
"P09","De la Izquierda",0.01,0.043
"P09","Hacemos por nuestro país",0.025,0.025
"P09","En blanco",0.034,0.053
"P09","No sabe",0.069,0.165
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.419,0.245
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.197,0.167
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.313,0.344
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.007,0.062
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.014,0.025
"P12","En blanco",0.01,0.044
"P12","No sabe",0.04,0.113
"P15","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.432,0.436
"P15","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.218,0.162
"P15","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.194,0.209
"P15","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.067,0.063
"P15","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.039,0.027
"P15","No sabe",0.05,0.103
"P16","Totalmente seguro.",0.753,0.644
"P16","Bastante seguro",0.1,0.102
"P16","Algo seguro",0.075,0.095
"P16","Para nada seguro",0.072,0.159
"P17","Tiene Decidido que va a ir a votar.",0.946,0.837
"P17","Tiene dudas sobre si va a ir a  votar",0.051,0.109
"P17","Tiene Decidido que no va a ir a votar",0.003,0.054
"P18","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.524,0.389
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.253,0.235
"P18","En blanco",0.11,0.177
"P18","No sabe",0.113,0.199
"P19","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.303,0.257
"P19","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.328,0.322
"P19","En blanco",0.204,0.188
"P19","No sabe",0.165,0.233
"P20","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.467,0.33
"P20","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.38,0.411
"P20","En blanco",0.081,0.109
"P20","No sabe",0.072,0.15
"P12_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.423,0.279
"P12_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.199,0.188
"P12_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.346,0.393
"P12_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.007,0.062
"P12_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.033
"P12_imputada","En blanco",0.009,0.045
