"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P27","Vanina Biasi por el Frente de Izquierda",0.095,0.162,0,0.322
"P27","Otros",0.014,0.036,0.089,0.025
"P27","En blanco",0.11,0.057,0.059,0.101
"P27","No sabe",0.054,0.184,0.08,0.088
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.329,0.189,0.317,0.211
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.521,0.584,0.419,0.279
"P31","En blanco",0.117,0.115,0.127,0.14
"P31","No sabe",0.033,0.112,0.137,0.37
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.432,0.43,0.283,0.313
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.259,0.345,0.441,0.153
"P32","En blanco",0.23,0.125,0.127,0.025
"P32","No sabe",0.079,0.1,0.149,0.509
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.337,0.221,0.269,0.283
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.422,0.451,0.479,0.271
"P33","En blanco",0.178,0.153,0.061,0.072
"P33","No sabe",0.063,0.175,0.191,0.374
"P34","Leandro Santoro por Union por la Patria",0.35,0.235,0.225,0.214
"P34","Jorge Macri por Juntos por el Cambio",0.544,0.658,0.466,0.255
"P34","En blanco",0.091,0.051,0.17,0.063
"P34","No sabe",0.015,0.056,0.139,0.468
"P35","Lo votaría",0.321,0.13,0.314,0.159
"P35","Puede que lo vote",0.076,0.177,0.167,0.231
"P35","Nunca lo votaría",0.567,0.641,0.437,0.391
"P35","No sabe",0.036,0.052,0.082,0.219
"P36","Lo votaría",0.433,0.43,0.294,0.253
"P36","Puede que lo vote",0.157,0.275,0.297,0.147
"P36","Nunca lo votaría",0.382,0.273,0.329,0.339
"P36","No sabe",0.028,0.022,0.08,0.261
"P37","Lo votaría",0.299,0.327,0.253,0.154
"P37","Puede que lo vote",0.167,0.185,0.22,0.203
"P37","Nunca lo votaría",0.502,0.445,0.418,0.514
"P37","No sabe",0.032,0.043,0.109,0.129
"P38","Lo votaría",0.115,0.122,0.091,0.077
"P38","Puede que lo vote",0.171,0.129,0.179,0.171
"P38","Nunca lo votaría",0.668,0.705,0.663,0.475
"P38","No sabe",0.046,0.044,0.067,0.277
"P39","Lo votaría",0.069,0.034,0.054,0.077
"P39","Puede que lo vote",0.157,0.232,0.241,0.161
"P39","Nunca lo votaría",0.713,0.651,0.599,0.487
"P39","No sabe",0.061,0.083,0.106,0.275
"P45","Lo votaría",0.294,0.146,0.232,0.112
"P45","Puede que lo vote",0.06,0.174,0.128,0.237
"P45","Nunca lo votaría",0.623,0.622,0.504,0.303
"P45","No sabe",0.023,0.058,0.136,0.348
"P46","Lo votaría",0.481,0.468,0.265,0.089
"P46","Puede que lo vote",0.088,0.259,0.342,0.398
"P46","Nunca lo votaría",0.412,0.25,0.361,0.335
"P46","No sabe",0.019,0.023,0.032,0.178
"P52","Si",0.459,0.426,0.463,0.346
"P52","No",0.541,0.574,0.537,0.654
