"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.632,0.463,0.442,0.371
"P06","Bastante",0.269,0.383,0.463,0.246
"P06","Poco",0.075,0.098,0.043,0.286
"P06","Nada",0.012,0.054,0.052,0.081
"P06","No sabe",0.012,0.002,0,0.016
"P07","Siempre",0.256,0.121,0.067,0.205
"P07","Casi siempre",0.401,0.406,0.43,0.326
"P07","Casi nunca",0.272,0.364,0.438,0.294
"P07","Nunca, pero esta es una excepción",0.071,0.109,0.065,0.175
"P08","Tiene Decidido que va a ir a votar",0.929,0.839,0.866,0.77
"P08","Tiene dudas sobre si va a ir a  votar",0.032,0.085,0.085,0.108
"P08","Tiene Decidido que no va a ir a votar",0.039,0.076,0.049,0.122
"P11","Unión por la Patria",0.293,0.176,0.308,0.136
"P11","Juntos por el Cambio",0.354,0.41,0.202,0.262
"P11","Liberales",0.236,0.238,0.233,0.151
"P11","Izquierda",0.046,0.07,0.053,0.184
"P11","Otro",0.036,0.074,0.07,0.047
"P11","No sabe",0.035,0.032,0.134,0.22
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.268,0.197,0.187,0.123
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.406,0.419,0.311,0.204
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.248,0.273,0.369,0.205
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.025,0.024,0.061,0.088
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.014,0.043,0.012,0.033
"P12","Otros",0.011,0.015,0,0.068
"P12","En blanco",0.013,0,0.011,0.022
"P12","No sabe",0.015,0.029,0.049,0.257
"P15","Totalmente seguro",0.82,0.316,0.44,0.278
"P15","Bastante seguro",0.091,0.477,0.159,0.121
"P15","Algo seguro",0.06,0.122,0.291,0.125
"P15","Para nada seguro",0.029,0.085,0.11,0.476
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.296,0.217,0.274,0.039
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.48,0.506,0.439,0.157
"P16","Ramiro Marra por la Libertad Avanza",0.16,0.197,0.123,0.08
"P16","Vanina Biasi por el Frente de Izquierda",0.027,0.012,0.02,0.146
"P16","Otros",0.008,0.042,0.076,0.147
"P16","En blanco",0.019,0.023,0.014,0.057
"P16","No sabe",0.01,0.003,0.054,0.374
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.234,0.121,0.4,0.026
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.294,0.424,0.169,0.272
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.3,0.079,0.271,0.165
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.057,0.121,0.031,0.037
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.013,0,0.278
"P24","Otros",0.044,0,0,0.17
"P24","En blanco",0.048,0,0.052,0
"P24","No sabe",0.007,0.242,0.077,0.052
"P27","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.173,0.073,0.557,0.144
"P27","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.302,0.294,0.162,0.181
"P27","Ramiro Marra por la Libertad Avanza",0.252,0.194,0.053,0.139
