"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.727,0.502,0.438,0.372
"P06","Bastante",0.178,0.404,0.301,0.186
"P06","Poco",0.05,0.085,0.214,0.215
"P06","Nada",0.04,0.009,0.032,0.152
"P06","No sabe",0.005,0,0.015,0.075
"P08","Tiene Decidido que va a ir a votar",0.933,0.872,0.854,0.723
"P08","Tiene dudas sobre si va a ir a  votar",0.018,0.102,0.041,0.106
"P08","Tiene Decidido que no va a ir a votar",0.049,0.026,0.105,0.171
"P11","Unión por la Patria",0.337,0.332,0.302,0.26
"P11","Juntos por el Cambio",0.304,0.326,0.28,0.211
"P11","Liberales",0.238,0.202,0.256,0.261
"P11","Izquierda",0.035,0.05,0.044,0.061
"P11","Otro",0.046,0.045,0.051,0.106
"P11","No sabe",0.04,0.045,0.067,0.101
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.29,0.306,0.309,0.207
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.345,0.376,0.282,0.233
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.245,0.235,0.297,0.391
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.027,0.036,0.05
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.011,0.017,0.006,0.022
"P12","Otros",0.028,0.009,0.025,0.004
"P12","En blanco",0.02,0.008,0.012,0.023
"P12","No sabe",0.022,0.022,0.033,0.07
"P15","Totalmente seguro",0.768,0.719,0.631,0.639
"P15","Bastante seguro",0.126,0.136,0.167,0.12
"P15","Algo seguro",0.065,0.093,0.081,0.164
"P15","Para nada seguro",0.041,0.052,0.121,0.077
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.292,0.336,0.35,0.167
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.412,0.458,0.358,0.471
"P16","Ramiro Marra por la Libertad Avanza",0.176,0.114,0.158,0.207
"P16","Vanina Biasi por el Frente de Izquierda",0.041,0.017,0.033,0.038
"P16","Otros",0.03,0.018,0.044,0.037
"P16","En blanco",0.038,0.015,0.032,0.005
"P16","No sabe",0.011,0.042,0.025,0.075
"P19","Totalmente seguro",0.83,0.713,0.643,0.604
"P19","Bastante seguro",0.081,0.148,0.177,0.19
"P19","Algo seguro",0.024,0.082,0.112,0.059
"P19","Para nada seguro",0.065,0.057,0.068,0.147
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.283,0.202,0.285,0.201
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.342,0.215,0.261,0.415
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.213,0.339,0.195,0.14
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.01,0.086,0.086,0.146
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.045,0.035,0.019,0.012
"P24","Otros",0.047,0.008,0.062,0.031
"P24","En blanco",0.054,0.056,0.026,0
"P24","No sabe",0.006,0.059,0.066,0.055
"P27","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.227,0.224,0.233,0.153
"P27","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.423,0.235,0.146,0.157
"P27","Ramiro Marra por la Libertad Avanza",0.142,0.182,0.22,0.336
"P27","Vanina Biasi por el Frente de Izquierda",0.071,0.11,0.147,0.208
"P27","Otros",0,0.042,0.065,0.012
"P27","En blanco",0.076,0.103,0.084,0.081
"P27","No sabe",0.061,0.104,0.105,0.053
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.384,0.35,0.383,0.205
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.485,0.501,0.447,0.353
"P31","En blanco",0.091,0.083,0.102,0.247
"P31","No sabe",0.04,0.066,0.068,0.195
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.435,0.43,0.324,0.276
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.221,0.245,0.327,0.423
"P32","En blanco",0.248,0.217,0.231,0.134
"P32","No sabe",0.096,0.108,0.118,0.167
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.384,0.372,0.373,0.216
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.353,0.375,0.451,0.485
"P33","En blanco",0.158,0.135,0.117,0.177
"P33","No sabe",0.105,0.118,0.059,0.122
"P34","Leandro Santoro por Union por la Patria",0.385,0.348,0.401,0.213
"P34","Jorge Macri por Juntos por el Cambio",0.517,0.557,0.434,0.523
"P34","En blanco",0.072,0.051,0.101,0.161
"P34","No sabe",0.026,0.044,0.064,0.103
"P35","Lo votaría",0.382,0.316,0.371,0.163
"P35","Puede que lo vote",0.085,0.103,0.085,0.1
