"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.396,0.431,0.361,0.297,0.452,0.392,0.429,0.466,0.361,0.356,0.695,0.173,0.165
"A Juntos",0.352,0.307,0.395,0.218,0.345,0.476,0.429,0.348,0.313,0.422,0.154,0.703,0.226
"Al Frente de Izquierda",0.056,0.044,0.068,0.103,0.05,0.015,0.049,0.02,0.067,0.09,0.012,0.005,0.055
"Al Partido Avanza libertad",0.067,0.094,0.041,0.171,0.035,0.025,0.024,0.047,0.097,0.043,0.031,0.104,0.216
"A “Vamos con vos""",0.024,0.037,0.012,0.048,0.011,0.016,0.029,0.032,0.013,0.032,0.006,0,0.32
"Votaría en blanco o anularía",0.105,0.087,0.123,0.163,0.107,0.076,0.04,0.087,0.149,0.057,0.102,0.015,0.018
