"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Del Frente de Todos y el peronismo",0.09,0.121,0.42,0.199
"P06","De Juntos por el cambio",0.544,0.337,0.091,0.07
"P06","De los Liberales libertarios",0.219,0.281,0.191,0.139
"P06","De la Izquierda",0.042,0.069,0.051,0.081
"P06","No sabe",0.105,0.192,0.247,0.511
"P07","A Alberto Fernández",0.721,0.264,0.26,0.501
"P07","A Sergio Massa",0,0.067,0.102,0.071
"P07","A algún candidato del peronismo",0.053,0,0.262,0.247
"P07","A algún candidato del kirchnerismo",0.226,0.669,0.376,0.181
"P08","A Alberto Fernández",0.02,0.264,0.122,0.339
"P08","A Sergio Massa",0.03,0,0.149,0.015
"P08","A algún candidato del peronismo",0.681,0,0.164,0.183
"P08","A Cristina Fernández de Kirchner",0.269,0.736,0.565,0.463
"P09","A Horacio Rodriguez Larreta",0.143,0.264,0.332,0.296
"P09","A Mauricio Macri",0.192,0.247,0.287,0.289
"P09","A Patricia Bullrich",0.348,0.264,0.245,0.332
"P09","A Facundo Manes",0.11,0.186,0.014,0.083
"P09","A Gerardo Morales",0.207,0.039,0.122,0
"P10","Eduardo Costa por Cambia Santa Cruz",0.561,0.097,0.027,0.06
"P10","Máximo Kirchner por el Frente de Todos",0.054,0.086,0.142,0.124
"P10","Pablo Grasso por el Frente de Todos",0.033,0.12,0.203,0.05
"P10","Javier Belloni por el Frente de Todos",0.119,0.082,0.12,0.175
"P10","Pablo González por el Frente de Todos",0.006,0.003,0.052,0
"P10","Fernando Cotillo por el Frente de Todos",0.026,0,0.011,0.036
"P10","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.038,0.168,0.262,0.233
"P10","Roxana Reyes por Cambia Santa Cruz",0.107,0.207,0.044,0.053
"P10","No sabe",0.056,0.237,0.139,0.269
"P11","Eduardo Costa por Cambia Santa Cruz",0.574,0.183,0.027,0.02
"P11","Pablo Grasso por el Frente de Todos",0.078,0.042,0.215,0.087
"P11","Javier Belloni por el Frente de Todos",0.087,0.032,0.119,0.141
"P11","Alicia Kirchner por el Frente de Todos",0.014,0.063,0.118,0.101
"P11","Pablo González por el Frente de Todos",0.003,0.009,0.062,0
"P11","Fernando Cotillo por el Frente de Todos",0,0.003,0.014,0.109
"P11","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.041,0.233,0.26,0.137
