"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","Del Frente de Todos y el peronismo",0.883,0.589,0.427,0.299,0.06,0.259
"P06","De Juntos por el cambio",0.058,0.061,0.107,0.256,0.295,0.023
"P06","De los Liberales libertarios",0.035,0.107,0.116,0.198,0.343,0.045
"P06","De la Izquierda",0,0.056,0.055,0.041,0.086,0.012
"P06","No sabe",0.024,0.187,0.295,0.206,0.216,0.661
"P07","A Alberto Fernández",0.333,0.267,0.184,0.213,0.42,0.446
"P07","A Sergio Massa",0.074,0.076,0.08,0.196,0.133,0
"P07","A algún candidato del peronismo",0.188,0.189,0.188,0.346,0.363,0.508
"P07","A algún candidato del kirchnerismo",0.405,0.468,0.548,0.245,0.084,0.046
"P08","A Alberto Fernández",0.162,0.119,0.117,0.039,0.145,0.446
"P08","A Sergio Massa",0.133,0.092,0.038,0.234,0.111,0.432
"P08","A algún candidato del peronismo",0.107,0.013,0.15,0.421,0.52,0.076
"P08","A Cristina Fernández de Kirchner",0.598,0.776,0.695,0.306,0.224,0.046
"P09","A Horacio Rodriguez Larreta",0,0.888,0.32,0.147,0.169,0
"P09","A Mauricio Macri",0,0,0.555,0.381,0.269,0
"P09","A Patricia Bullrich",0.982,0,0.04,0.163,0.356,0
"P09","A Facundo Manes",0.018,0,0.051,0.043,0.084,1
"P09","A Gerardo Morales",0,0.112,0.034,0.266,0.122,0
"P10","Eduardo Costa por Cambia Santa Cruz",0.067,0.042,0.036,0.149,0.182,0.124
"P10","Máximo Kirchner por el Frente de Todos",0.567,0.233,0.04,0.026,0.021,0.143
"P10","Pablo Grasso por el Frente de Todos",0.187,0.196,0.183,0.195,0.125,0.018
"P10","Javier Belloni por el Frente de Todos",0.048,0.117,0.249,0.181,0.086,0.058
"P10","Pablo González por el Frente de Todos",0.078,0.062,0.07,0.007,0.016,0
"P10","Fernando Cotillo por el Frente de Todos",0.013,0.024,0.019,0.057,0.001,0.007
