"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.621,0.727,0.652,0.318,0.052,0
"P07","De Cambiemos",0.173,0.144,0.162,0.234,0.469,0.249
"P07","De los Liberales libertarios",0.041,0.082,0.047,0.205,0.36,0.634
"P07","De la Izquierda",0,0.006,0.015,0.07,0.006,0.117
"P07","No sabe",0.165,0.041,0.124,0.173,0.113,0
"P09","A Alberto Fernández",0.443,0.207,0.119,0.029,0.18,0
"P09","A Sergio Massa",0.115,0.149,0.127,0.079,0,0
"P09","A algún candidato del peronismo",0.11,0.052,0.08,0.093,0.542,0
"P09","A algún candidato del kirchnerismo",0.332,0.592,0.674,0.799,0.278,0
"P10","A Alberto Fernández",0.377,0.126,0.015,0.006,0,0
"P10","A Sergio Massa",0.022,0.08,0.075,0.05,0,0
"P10","A algún candidato del peronismo",0.093,0.03,0.068,0.078,0.514,0
"P10","A Cristina Fernández de Kirchner",0.508,0.764,0.842,0.866,0.486,0
"P11","A Horacio Rodriguez Larreta",0,0.144,0.334,0.155,0.18,1
"P11","A Patricia Bullrich",0.901,0.762,0.348,0.661,0.733,0
"P11","A Facundo Manes",0,0.094,0.271,0.033,0.054,0
"P11","A Gerardo Morales",0.099,0,0.047,0.151,0.033,0
"P12","Lo votaria",0.458,0.61,0.573,0.288,0.061,0.249
"P12","Puede que lo vote",0.298,0.162,0.199,0.181,0.114,0.117
"P12","Nunca lo votaría",0.113,0.124,0.117,0.379,0.721,0
"P12","No sabe",0.131,0.104,0.111,0.152,0.104,0.634
"P13","Lo votaria",0.245,0.108,0.162,0.112,0.208,0
"P13","Puede que lo vote",0.201,0.126,0.087,0.204,0.342,0
"P13","Nunca lo votaría",0.346,0.715,0.645,0.531,0.31,1
"P13","No sabe",0.208,0.051,0.106,0.153,0.14,0
"P14","Lo votaria",0.301,0.018,0.05,0.04,0.077,0
"P14","Puede que lo vote",0.138,0.21,0.079,0.095,0.174,0
"P14","Nunca lo votaría",0.227,0.522,0.498,0.485,0.34,0.366
"P14","No sabe",0.334,0.25,0.373,0.38,0.409,0.634
"P15","Lo votaria",0.296,0.008,0.071,0.022,0.013,0
"P15","Puede que lo vote",0.088,0.253,0.187,0.136,0.087,0
"P15","Nunca lo votaría",0.224,0.475,0.384,0.494,0.52,0.366
"P15","No sabe",0.392,0.264,0.358,0.348,0.38,0.634
"P16","Lo votaria",0.132,0,0.058,0.025,0.033,0.117
"P16","Puede que lo vote",0.127,0.094,0.041,0.052,0.069,0
"P16","Nunca lo votaría",0.37,0.558,0.53,0.484,0.407,0.249
"P16","No sabe",0.371,0.348,0.371,0.439,0.491,0.634
"P17","Lo votaria",0.174,0.017,0.041,0,0.025,0
"P17","Puede que lo vote",0.016,0.117,0.017,0.079,0.093,0
"P17","Nunca lo votaría",0.468,0.601,0.573,0.541,0.39,0.366
"P17","No sabe",0.342,0.265,0.369,0.38,0.492,0.634
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.447,0.641,0.629,0.296,0.031,0
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.141,0.135,0.06,0.032,0.013,0
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.144,0.076,0.091,0.173,0.214,0.249
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.119,0.044,0.077,0.18,0.338,0
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0,0.008,0.01,0.012,0.081,0
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.061,0.048,0.054,0.067,0.1,0.117
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.088,0.048,0.048,0.131,0.152,0
"P18","Al candidato del Frente de Izquierda",0,0,0,0.064,0.006,0
"P18","No sabe",0,0,0.031,0.045,0.065,0.634
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.415,0.543,0.58,0.261,0.036,0
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.146,0.22,0.063,0.047,0.019,0
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.136,0.023,0.054,0.133,0.144,0.249
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.133,0.075,0.047,0.117,0.379,0
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.151,0.048,0.027,0.214,0.276,0
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.019,0.004,0.031,0.089,0.012,0
"P19","No sabe",0,0.087,0.198,0.139,0.134,0.751
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.565,0.798,0.727,0.363,0.039,0
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.148,0.063,0.084,0.211,0.484,0.249
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.129,0.043,0.079,0.218,0.257,0
"P20","Al candidato del Frente de Izquierda",0.12,0.049,0.031,0.064,0.032,0
"P20","No sabe",0.038,0.047,0.079,0.144,0.188,0.751
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.513,0.783,0.758,0.368,0.038,0
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.322,0.159,0.089,0.213,0.53,0.249
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.165,0.027,0.057,0.214,0.253,0
"P21","Al candidato del Frente de Izquierda",0,0,0.009,0.062,0.018,0
"P21","No sabe",0,0.031,0.087,0.143,0.161,0.751
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.519,0.794,0.587,0.294,0.021,0
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.182,0.089,0.065,0.149,0.398,0.249
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.16,0.068,0.089,0.248,0.351,0.634
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.005,0.013,0.034,0.064,0.024,0
"P22","No sabe",0.134,0.036,0.225,0.245,0.206,0.117
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.432,0.754,0.618,0.299,0.023,0
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.162,0.174,0.067,0.186,0.49,0
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.201,0.057,0.089,0.242,0.315,0
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.005,0,0.032,0.062,0.025,0
"P23","No sabe",0.2,0.015,0.194,0.211,0.147,1
"P24","Muy buena",0.545,0.414,0.407,0.261,0.061,0.249
"P24","Buena",0.13,0.384,0.258,0.165,0.052,0
"P24","Ni buena ni mala",0.118,0.091,0.189,0.293,0.23,0.117
"P24","Mala",0.007,0.061,0.01,0.148,0.216,0
"P24","Muy mala",0.121,0.037,0.078,0.062,0.391,0
