"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.069,0.075,0.064,0.09,0.052,0.059,0.096,0.09,0.054,0.068,0.073,0.063,0.061,0.084,0.025,0.053,0.089,0.058,0.041,0.107
"Entre 4 y 6 días a la semana",0.074,0.085,0.064,0.074,0.068,0.064,0.097,0.073,0.071,0.078,0.116,0.076,0.076,0.058,0.044,0.033,0.078,0.061,0.086,0.06
"Entre 1 y 3 días a la semana",0.197,0.221,0.177,0.207,0.21,0.192,0.171,0.162,0.19,0.24,0.206,0.222,0.216,0.177,0.171,0.179,0.218,0.227,0.13,0.167
"Raramente",0.321,0.348,0.296,0.274,0.354,0.324,0.295,0.295,0.337,0.324,0.287,0.335,0.304,0.299,0.396,0.389,0.295,0.285,0.396,0.311
"Nunca",0.339,0.271,0.399,0.355,0.316,0.361,0.341,0.38,0.348,0.29,0.318,0.304,0.343,0.382,0.364,0.346,0.32,0.369,0.347,0.355
