"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.179,0.173,0.183,0.162,0.177,0.186,0.193,0.15,0.163,0.23,0.219,0.199,0.153,0.169,0.068,0.161,0.189,0.21,0.174,0.131
"Entre 4 y 6 días a la semana",0.26,0.249,0.271,0.254,0.233,0.267,0.319,0.199,0.282,0.294,0.295,0.253,0.289,0.247,0.192,0.223,0.249,0.255,0.3,0.246
"Entre 1 y 3 días a la semana",0.33,0.337,0.323,0.32,0.346,0.342,0.29,0.317,0.344,0.324,0.302,0.334,0.342,0.315,0.437,0.447,0.342,0.228,0.287,0.327
"Raramente",0.179,0.186,0.173,0.19,0.194,0.168,0.149,0.251,0.164,0.126,0.154,0.173,0.167,0.196,0.177,0.132,0.167,0.234,0.234,0.184
"Nunca",0.052,0.055,0.05,0.074,0.05,0.037,0.049,0.083,0.047,0.026,0.03,0.041,0.049,0.073,0.126,0.037,0.053,0.073,0.005,0.112
