"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.28,0.254,0.302,0.283,0.241,0.28,0.357,0.217,0.262,0.364,0.39,0.301,0.304,0.253,0.211,0.233,0.303,0.281,0.162,0.217
"Entre 4 y 6 días a la semana",0.171,0.176,0.167,0.182,0.166,0.173,0.169,0.131,0.174,0.206,0.21,0.156,0.157,0.176,0.11,0.165,0.167,0.221,0.148,0.183
"Entre 1 y 3 días a la semana",0.235,0.241,0.231,0.203,0.257,0.257,0.195,0.209,0.256,0.233,0.192,0.282,0.232,0.27,0.369,0.217,0.222,0.175,0.232,0.165
"Raramente",0.226,0.238,0.215,0.197,0.257,0.222,0.196,0.293,0.233,0.153,0.149,0.192,0.219,0.214,0.244,0.301,0.215,0.251,0.33,0.268
"Nunca",0.088,0.091,0.085,0.135,0.079,0.068,0.083,0.15,0.075,0.044,0.059,0.069,0.088,0.087,0.066,0.084,0.093,0.072,0.128,0.167
