"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.036,0.043,0.03,0.094,0.023,0.02,0.034,0.069,0.031,0.014,0.013,0.047,0.039,0.053,0,0.017,0.047,0.04,0.021,0.038
"Entre 4 y 6 días a la semana",0.024,0.024,0.024,0.052,0.018,0.013,0.027,0.021,0.023,0.028,0.041,0.014,0.029,0.026,0.006,0.01,0.033,0.009,0.036,0.004
"Entre 1 y 3 días a la semana",0.11,0.114,0.107,0.138,0.13,0.104,0.058,0.049,0.106,0.167,0.157,0.146,0.103,0.109,0.034,0.079,0.112,0.076,0.078,0.086
"Raramente",0.329,0.366,0.295,0.302,0.368,0.336,0.266,0.267,0.338,0.37,0.343,0.288,0.346,0.334,0.376,0.432,0.311,0.342,0.29,0.305
"Nunca",0.501,0.453,0.544,0.414,0.461,0.527,0.615,0.594,0.502,0.421,0.446,0.505,0.483,0.478,0.584,0.462,0.497,0.533,0.575,0.567
