"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Union por la Patria",0.302,0.284,0.316,0.289,0.336,0.299,0.262,0.219,0.288,0.343,0.675,0.136,0.195
"Cambiemos",0.4,0.364,0.43,0.259,0.354,0.498,0.564,0.301,0.381,0.451,0.14,0.592,0.355
"Liberales",0.138,0.168,0.114,0.246,0.138,0.075,0.064,0.234,0.137,0.104,0.061,0.167,0.118
"Izquierda",0.039,0.046,0.033,0.029,0.059,0.033,0.023,0.05,0.054,0.023,0.018,0.037,0.126
"No sabe",0.121,0.138,0.107,0.177,0.113,0.095,0.087,0.196,0.14,0.079,0.106,0.068,0.206
