"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.3,0.292,0.306,0.292,0.347,0.297,0.23,0.279,0.251,0.345,0.661,0.098,0.341
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.319,0.308,0.328,0.3,0.236,0.364,0.442,0.257,0.366,0.305,0.096,0.491,0.13
"Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.188,0.15,0.221,0.131,0.214,0.229,0.176,0.161,0.163,0.219,0.104,0.242,0.212
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.099,0.151,0.056,0.139,0.118,0.046,0.071,0.203,0.103,0.059,0.048,0.113,0.111
"Los candidatos a Jefe de Gobierno de las diferentes opciones de izquierda",0.045,0.051,0.04,0.048,0.049,0.038,0.04,0.043,0.062,0.031,0.028,0.039,0.043
"Otros",0.034,0.041,0.028,0.073,0.02,0.019,0.024,0.042,0.031,0.034,0.041,0.011,0.163
"En blanco",0.015,0.007,0.021,0.017,0.016,0.007,0.017,0.015,0.024,0.007,0.022,0.006,0
