"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Union por la Patria",0.363,0.347,0.375,0.39,0.4,0.332,0.292,0.298,0.351,0.395,0.755,0.154,0.377
"Cambiemos",0.445,0.414,0.471,0.312,0.388,0.544,0.613,0.347,0.449,0.477,0.156,0.634,0.372
"Liberales",0.154,0.186,0.128,0.283,0.145,0.09,0.072,0.298,0.156,0.101,0.07,0.18,0.076
"Izquierda",0.038,0.053,0.026,0.015,0.067,0.034,0.023,0.057,0.044,0.027,0.019,0.032,0.175
