"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Union por la Patria",0.309,0.292,0.324,0.303,0.344,0.301,0.266,0.224,0.297,0.35,0.687,0.138,0.201
"Cambiemos",0.406,0.367,0.438,0.263,0.36,0.509,0.564,0.293,0.394,0.456,0.143,0.6,0.372
"Liberales",0.137,0.168,0.112,0.261,0.125,0.073,0.065,0.238,0.141,0.098,0.059,0.166,0.076
"Izquierda",0.036,0.048,0.025,0.015,0.06,0.034,0.02,0.052,0.044,0.023,0.019,0.029,0.134
"No sabe",0.112,0.125,0.101,0.158,0.111,0.083,0.085,0.193,0.124,0.073,0.092,0.067,0.217
