"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Union por la Patria",0.355,0.338,0.368,0.371,0.394,0.329,0.29,0.291,0.343,0.387,0.746,0.15,0.361
"Cambiemos",0.448,0.425,0.467,0.334,0.382,0.542,0.614,0.358,0.449,0.48,0.165,0.63,0.355
"Liberales",0.155,0.184,0.131,0.266,0.157,0.096,0.07,0.292,0.154,0.106,0.071,0.18,0.118
"Izquierda",0.042,0.053,0.034,0.029,0.067,0.033,0.026,0.059,0.054,0.027,0.018,0.04,0.166
