"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Bullrich","Milei","Bregman","Schiaretti"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.5,0.481,0.517,0.462,0.534,0.515,0.462,0.57,0.474,0.456,0.815,0.162,0.526,0.442,0.496,0.452,0.558,0.907,0.175,0.102,0.56,0.307
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.5,0.519,0.483,0.538,0.466,0.485,0.538,0.43,0.526,0.544,0.185,0.838,0.474,0.558,0.504,0.548,0.442,0.093,0.825,0.898,0.44,0.693
