"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P09","Siempre",0.293,0.228,0.275,0.164
"P09","Casi siempre",0.285,0.301,0.376,0.311
"P09","Casi nunca",0.292,0.325,0.25,0.279
"P09","Nunca, pero esta es una excepción",0.13,0.146,0.099,0.246
"P10","Camau Espinola por Unión por la patria",0.326,0.134,0.02,0.078
"P10","German Brailard por Unión por la patria",0.05,0.039,0.039,0.052
"P10","Juan Pablo Valdes por Juntos por el cambio",0.209,0.201,0.285,0.135
"P10","Eduardo Tassano por Juntos por el cambio",0.028,0.085,0.07,0.05
"P10","Pitin Aragon por Unión por la patria",0.13,0.058,0.072,0.011
"P10","Tincho Ascua por Unión por la patria",0.022,0.07,0.042,0.111
"P10","Emiliano Fernandez por Unión por la patria",0.062,0.048,0.036,0.055
"P10","Ricardo Colombi por Juntos por el cambio",0.123,0.165,0.178,0.131
"P10","Noelia Bassi por Juntos por el cambio",0.011,0.034,0.063,0.027
"P10","No sabe",0.039,0.166,0.195,0.35
"P15","Lo votaría",0.32,0.056,0.067,0.031
"P15","Puede que lo vote",0.271,0.597,0.121,0.111
"P15","Nunca lo votaría",0.263,0.2,0.758,0.136
"P15","No sabe",0.146,0.147,0.054,0.722
"P16","Lo votaría",0.282,0.265,0.293,0.147
"P16","Puede que lo vote",0.243,0.303,0.223,0.179
"P16","Nunca lo votaría",0.352,0.26,0.392,0.229
"P16","No sabe",0.123,0.172,0.092,0.445
"P17","Lo votaría",0.212,0.138,0.133,0.064
"P17","Puede que lo vote",0.255,0.337,0.256,0.166
"P17","Nunca lo votaría",0.386,0.353,0.531,0.226
"P17","No sabe",0.147,0.172,0.08,0.544
"P18","Lo votaría",0.194,0.046,0.05,0.008
"P18","Puede que lo vote",0.29,0.413,0.116,0.184
"P18","Nunca lo votaría",0.348,0.314,0.723,0.18
"P18","No sabe",0.168,0.227,0.111,0.628
"P19","Lo votaría",0.151,0.079,0.049,0.058
"P19","Puede que lo vote",0.305,0.326,0.121,0.193
"P19","Nunca lo votaría",0.347,0.386,0.732,0.177
"P19","No sabe",0.197,0.209,0.098,0.572
"P20","Lo votaría",0.198,0.075,0.051,0.035
"P20","Puede que lo vote",0.17,0.277,0.102,0.12
"P20","Nunca lo votaría",0.365,0.409,0.731,0.167
"P20","No sabe",0.267,0.239,0.116,0.678
"P21","Lo votaría",0.342,0.214,0.241,0.15
"P21","Puede que lo vote",0.168,0.296,0.159,0.102
"P21","Nunca lo votaría",0.341,0.373,0.538,0.2
"P21","No sabe",0.149,0.117,0.062,0.548
"P22","Lo votaría",0.262,0.075,0.114,0.05
"P22","Puede que lo vote",0.189,0.34,0.165,0.127
"P22","Nunca lo votaría",0.341,0.34,0.605,0.169
"P22","No sabe",0.208,0.245,0.116,0.654
"P23","Muy buena",0.151,0.107,0.095,0.022
"P23","Buena",0.129,0.238,0.284,0.188
"P23","Ni buena ni mala",0.413,0.397,0.341,0.334
"P23","Mala",0.208,0.205,0.224,0.352
"P23","Muy mala",0.091,0.033,0.051,0.103
"P23","No sabe",0.008,0.02,0.005,0.001
"P24","Muy buena",0.148,0.045,0.106,0.017
"P24","Buena",0.185,0.223,0.274,0.181
"P24","Ni buena ni mala",0.361,0.475,0.344,0.464
"P24","Mala",0.256,0.172,0.222,0.219
"P24","Muy mala",0.049,0.056,0.049,0.113
"P24","No sabe",0.001,0.029,0.005,0.006
"P25","El gobierno nacional",0.425,0.21,0.219,0.269
"P25","El gobierno provincial",0.334,0.442,0.457,0.277
"P25","No sabe",0.241,0.348,0.324,0.454
"P26","El gobierno nacional",0.184,0.153,0.121,0.112
"P26","El gobierno provincial",0.508,0.486,0.465,0.332
"P26","No sabe",0.308,0.361,0.414,0.556
"P27","Muy buena",0.251,0.216,0.408,0.238
"P27","Buena",0.201,0.345,0.257,0.16
"P27","Ni buena ni mala",0.325,0.288,0.208,0.464
"P27","Mala",0.163,0.109,0.089,0.057
"P27","Muy mala",0.045,0.024,0.036,0.052
"P27","No sabe",0.015,0.018,0.002,0.029
"P28","Muy buena",0.243,0.056,0.04,0.01
"P28","Buena",0.255,0.218,0.087,0.074
"P28","Ni buena ni mala",0.305,0.572,0.396,0.56
"P28","Mala",0.097,0.077,0.352,0.154
"P28","Muy mala",0.036,0.009,0.106,0.018
"P28","No sabe",0.064,0.068,0.019,0.184
"P29","Muy buena",0.142,0.064,0.041,0.018
"P29","Buena",0.085,0.221,0.147,0.062
"P29","Ni buena ni mala",0.431,0.544,0.436,0.501
"P29","Mala",0.163,0.087,0.265,0.173
"P29","Muy mala",0.034,0.032,0.067,0.013
"P29","No sabe",0.145,0.052,0.044,0.233
"P30","Muy buena",0.095,0.03,0.032,0.002
"P30","Buena",0.08,0.211,0.062,0.085
"P30","Ni buena ni mala",0.427,0.54,0.435,0.53
"P30","Mala",0.207,0.107,0.291,0.081
"P30","Muy mala",0.037,0.048,0.101,0.024
"P30","No sabe",0.154,0.064,0.079,0.278
"P31","Muy buena",0.159,0.048,0.032,0.038
"P31","Buena",0.099,0.156,0.077,0.092
"P31","Ni buena ni mala",0.428,0.542,0.433,0.491
"P31","Mala",0.112,0.095,0.288,0.076
"P31","Muy mala",0.034,0.05,0.074,0.027
"P31","No sabe",0.168,0.109,0.096,0.276
"P32","Muy buena",0.137,0.091,0.044,0.028
"P32","Buena",0.111,0.127,0.04,0.033
"P32","Ni buena ni mala",0.489,0.531,0.456,0.469
"P32","Mala",0.11,0.097,0.273,0.077
"P32","Muy mala",0.003,0.026,0.071,0.045
"P32","No sabe",0.15,0.128,0.116,0.348
"P33","Muy buena",0.075,0.083,0.116,0.005
"P33","Buena",0.131,0.128,0.19,0.084
"P33","Ni buena ni mala",0.464,0.481,0.352,0.485
"P33","Mala",0.231,0.154,0.223,0.088
"P33","Muy mala",0.036,0.062,0.08,0.015
"P33","No sabe",0.063,0.092,0.039,0.323
"P34","Muy buena",0.2,0.178,0.218,0.109
"P34","Buena",0.121,0.181,0.192,0.127
"P34","Ni buena ni mala",0.42,0.385,0.256,0.441
"P34","Mala",0.229,0.132,0.222,0.134
"P34","Muy mala",0.029,0.063,0.1,0.024
"P34","No sabe",0.001,0.061,0.012,0.165
"P35","Muy buena",0.131,0.065,0.1,0.02
"P35","Buena",0.095,0.167,0.119,0.096
"P35","Ni buena ni mala",0.452,0.492,0.442,0.5
"P35","Mala",0.229,0.072,0.178,0.106
"P35","Muy mala",0.005,0.062,0.073,0
"P35","No sabe",0.088,0.142,0.088,0.278
"P36","Muy buena",0.493,0.218,0.099,0.165
"P36","Buena",0.15,0.235,0.038,0.092
"P36","Ni buena ni mala",0.174,0.306,0.163,0.329
"P36","Mala",0.129,0.108,0.336,0.173
"P36","Muy mala",0.02,0.065,0.342,0.127
"P36","No sabe",0.034,0.068,0.022,0.114
"P37","Muy buena",0.104,0.079,0.222,0.041
"P37","Buena",0.136,0.238,0.249,0.074
"P37","Ni buena ni mala",0.209,0.264,0.24,0.303
"P37","Mala",0.324,0.255,0.171,0.258
"P37","Muy mala",0.203,0.088,0.106,0.251
"P37","No sabe",0.024,0.076,0.012,0.073
"P38","Muy buena",0.341,0.235,0.064,0.149
"P38","Buena",0.196,0.264,0.071,0.105
"P38","Ni buena ni mala",0.194,0.163,0.138,0.268
"P38","Mala",0.179,0.241,0.324,0.191
"P38","Muy mala",0.086,0.053,0.393,0.218
"P38","No sabe",0.004,0.044,0.01,0.069
"P39","Muy buena",0.139,0.131,0.395,0.128
"P39","Buena",0.095,0.195,0.204,0.122
"P39","Ni buena ni mala",0.265,0.281,0.126,0.33
"P39","Mala",0.272,0.22,0.134,0.131
"P39","Muy mala",0.215,0.153,0.141,0.224
"P39","No sabe",0.014,0.02,0,0.065
"P40","Muy buena",0.118,0.157,0.433,0.173
"P40","Buena",0.182,0.17,0.266,0.167
"P40","Ni buena ni mala",0.218,0.291,0.103,0.254
"P40","Mala",0.243,0.185,0.092,0.167
"P40","Muy mala",0.219,0.195,0.098,0.159
"P40","No sabe",0.02,0.002,0.008,0.08
