"var","categoria","Si","No"
"P05","Mucho",0.497,0.404
"P05","Bastante",0.237,0.196
"P05","Poco",0.139,0.215
"P05","Nada",0.091,0.174
"P05","No sabe",0.036,0.011
"P06","Siempre",0.338,0.212
"P06","Casi siempre",0.336,0.251
"P06","Casi nunca",0.209,0.34
"P06","Nunca, pero esta es una excepción",0.117,0.197
"P08","Unión por la Patria",0.325,0.303
"P08","Juntos por el Cambio",0.248,0.198
"P08","De los Liberales libertarios",0.193,0.14
"P08","De la Izquierda",0.016,0.038
"P08","Hacemos por nuestro país",0.007,0.021
"P08","Otro",0.04,0.094
"P08","En blanco",0.04,0.065
"P08","No sabe",0.131,0.141
"P09","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.301,0.265
"P09","Juan Grabois a presidente y Paula Abal Medina a vicepresidenta por Unión por la Patria",0.077,0.118
"P09","Patricia Bullrich a presidenta y Luis Petri a vicepresidente por Juntos por el Cambio",0.168,0.15
"P09","Horacio Rodríguez Larreta a presidente y Gerardo Morales a vicepresidente por Juntos por el Cambio",0.095,0.07
"P09","Javier Milei a presidente y Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.239,0.207
"P09","A los candidatos a presidente del Frente de Izquierda",0.014,0.044
"P09","En blanco",0.026,0.068
"P09","No sabe",0.08,0.078
"P12","Pablo Grasso a gobernador y Javier Castro a vicegobernador dentro del lema de Unión por la Patria",0.164,0.239
"P12","Javier Belloni a gobernador y Fernando Cotillo a vicegobernador dentro del lema de Unión por la Patria",0.256,0.194
"P12","Guillermo Polke  a gobernador y Miriam Glorgia a vicegobernadora dentro del lema de Unión por la Patria",0.011,0.01
"P12","Claudio Vidal a gobernador y Fabián Leguizamón a vicegobernador dentro del lema de por Santa Cruz",0.24,0.168
"P12","Jose Carambia a gobernador y Maria Guerra a vicegobernadora dentro del lema de por Santa Cruz",0.024,0.043
"P12","A alguno de los otros candidatos a gobernador del lema Por Santa Cruz: Sergio Acevedo, Daniel Gardonio, Mario Markic o Ruben Ferrara",0.093,0.081
"P12","Roxana Reyes a gobernadora y Luis Vera a vicegobernador dentro del lema de Cambia Santa Cruz",0.115,0.129
"P12","Mirey Zeidan a gobernador y Carlos Fernández a vicegobernador dentro del lema de Cambia Santa Cruz",0.045,0.015
"P12","Alguno de los candidatos de Izquierda",0.005,0.037
"P12","No sabe",0.047,0.084
"P15","Lo votaría",0.296,0.271
"P15","Puede que lo vote",0.123,0.075
"P15","Nunca lo votaría",0.507,0.527
"P15","No sabe",0.074,0.127
"P16","Lo votaría",0.147,0.156
"P16","Puede que lo vote",0.092,0.094
"P16","Nunca lo votaría",0.661,0.621
"P16","No sabe",0.1,0.129
"P17","Lo votaría",0.172,0.155
"P17","Puede que lo vote",0.175,0.158
"P17","Nunca lo votaría",0.582,0.597
"P17","No sabe",0.071,0.09
"P18","Lo votaría",0.102,0.116
"P18","Puede que lo vote",0.202,0.164
"P18","Nunca lo votaría",0.606,0.615
"P18","No sabe",0.09,0.105
"P19","Lo votaría",0.23,0.196
"P19","Puede que lo vote",0.145,0.121
"P19","Nunca lo votaría",0.57,0.621
"P19","No sabe",0.055,0.062
"P20","Lo votaría",0.221,0.243
"P20","Puede que lo vote",0.133,0.102
"P20","Nunca lo votaría",0.537,0.545
"P20","No sabe",0.109,0.11
"P21","Lo votaría",0.272,0.219
"P21","Puede que lo vote",0.152,0.199
"P21","Nunca lo votaría",0.532,0.503
"P21","No sabe",0.044,0.079
"P22","Lo votaría",0.037,0.041
"P22","Puede que lo vote",0.088,0.044
"P22","Nunca lo votaría",0.762,0.784
"P22","No sabe",0.113,0.131
"P23","Lo votaría",0.205,0.16
"P23","Puede que lo vote",0.121,0.133
"P23","Nunca lo votaría",0.598,0.608
"P23","No sabe",0.076,0.099
"P24","Lo votaría",0.147,0.084
"P24","Puede que lo vote",0.145,0.117
"P24","Nunca lo votaría",0.611,0.693
"P24","No sabe",0.097,0.106
"P25","Lo votaría",0.07,0.054
"P25","Puede que lo vote",0.102,0.091
"P25","Nunca lo votaría",0.724,0.744
"P25","No sabe",0.104,0.111
"P26","Lo votaría",0.059,0.052
"P26","Puede que lo vote",0.132,0.109
"P26","Nunca lo votaría",0.698,0.7
"P26","No sabe",0.111,0.139
"P27","Lo votaría",0.069,0.047
"P27","Puede que lo vote",0.137,0.114
"P27","Nunca lo votaría",0.689,0.705
"P27","No sabe",0.105,0.134
"P28","Lo votaría",0.044,0.012
"P28","Puede que lo vote",0.025,0.024
"P28","Nunca lo votaría",0.774,0.808
"P28","No sabe",0.157,0.156
"P29","Lo votaría",0.122,0.095
"P29","Puede que lo vote",0.133,0.142
"P29","Nunca lo votaría",0.678,0.667
"P29","No sabe",0.067,0.096
"P30","Lo votaría",0.065,0.025
"P30","Puede que lo vote",0.06,0.056
"P30","Nunca lo votaría",0.746,0.796
"P30","No sabe",0.129,0.123
