"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.437,0.394,0.172,0.139,0.154,0.328
"P07","De Cambiemos",0.283,0.279,0.448,0.408,0.285,0.141
"P07","De los Liberales libertarios",0.125,0.139,0.16,0.262,0.327,0.103
"P07","De la Izquierda",0.022,0.018,0.021,0.038,0.098,0.016
"P07","Otros",0.065,0.064,0.1,0.034,0.069,0.04
"P07","No sabe",0.068,0.106,0.099,0.119,0.067,0.372
"P08","A Alberto Fernández",0.128,0.131,0.138,0.117,0.191,0
"P08","A Sergio Massa",0.301,0.187,0.141,0.162,0.118,0.173
"P08","A algún candidato del peronismo",0.356,0.147,0.326,0.161,0.139,0.739
"P08","A algún candidato del kirchnerismo",0.215,0.535,0.395,0.56,0.552,0.088
"P09","A Alberto Fernández",0.052,0.097,0.066,0.129,0.085,0
"P09","A Sergio Massa",0.206,0.103,0.088,0.049,0.068,0
"P09","A algún candidato del peronismo",0.253,0.136,0.344,0.098,0.153,0.121
"P09","A Cristina Fernández de Kirchner",0.489,0.664,0.502,0.724,0.694,0.879
"P10","A Horacio Rodriguez Larreta",0.268,0.34,0.165,0.188,0.153,0.195
"P10","A Mauricio Macri",0.321,0.303,0.353,0.315,0.211,0.316
"P10","A Patricia Bullrich",0.393,0.306,0.413,0.408,0.485,0.229
"P10","A Facundo Manes",0.018,0.02,0.015,0.06,0.083,0
"P10","A Gerardo Morales",0,0.031,0.054,0.029,0.068,0.26
"P11","A Juntos por el Cambio",0.147,0.248,0.393,0.427,0.378,0.111
"P11","Al Frente de Todos",0.152,0.199,0.124,0.109,0.133,0.024
"P11","A Hacemos por Córdoba",0.56,0.282,0.14,0.112,0.123,0.35
"P11","A los liberales libertarios de Milei",0.062,0.092,0.135,0.191,0.15,0.06
"P11","A Encuentro Vecinal Córdoba",0.015,0.021,0.07,0.031,0.043,0.012
"P11","Al Frente de Izquierda",0.028,0.05,0.046,0.036,0.105,0.286
"P11","No sabe",0.036,0.108,0.092,0.094,0.068,0.157
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.519,0.693,0.694,0.577,0.566,0.845
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.221,0.21,0.267,0.349,0.398,0.155
"P12","No sabe",0.26,0.097,0.039,0.074,0.036,0
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.17,0.214,0.481,0.511,0.365,0.114
"P13","A Martín Llaryora por Hacemos por Córdoba",0.697,0.505,0.138,0.089,0.061,0.402
"P13","Al candidato del Frente de Todos",0.059,0.119,0.084,0.102,0.1,0.024
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.032,0.056,0.101,0.124,0.198,0.091
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.013,0.032,0.063,0.044,0.054,0.012
"P13","Al candidato del Frente de Izquierda",0.008,0.008,0.041,0.023,0.095,0.04
