"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.091,0.139,0.45,0.295
"P07","De Cambiemos",0.613,0.359,0.13,0.106
"P07","De los Liberales libertarios",0.206,0.198,0.183,0.128
"P07","De la Izquierda",0.009,0.026,0.057,0.026
"P07","Otros",0.032,0.109,0.082,0.093
"P07","No sabe",0.049,0.169,0.098,0.352
"P08","A Alberto Fernández",0.267,0.217,0.106,0.323
"P08","A Sergio Massa",0.243,0.146,0.201,0
"P08","A algún candidato del peronismo",0.393,0.637,0.209,0.455
"P08","A algún candidato del kirchnerismo",0.097,0,0.484,0.222
"P09","A Alberto Fernández",0.19,0.18,0.049,0.323
"P09","A Sergio Massa",0.008,0.146,0.124,0.222
"P09","A algún candidato del peronismo",0.412,0.39,0.161,0.233
"P09","A Cristina Fernández de Kirchner",0.39,0.284,0.666,0.222
"P10","A Horacio Rodriguez Larreta",0.154,0.304,0.352,0
"P10","A Mauricio Macri",0.376,0.162,0.177,0.641
"P10","A Patricia Bullrich",0.443,0.441,0.283,0
"P10","A Facundo Manes",0.011,0.046,0.101,0
"P10","A Gerardo Morales",0.016,0.047,0.087,0.359
"P11","A Juntos por el Cambio",0.552,0.283,0.128,0.081
"P11","Al Frente de Todos",0.096,0.073,0.204,0.039
"P11","A Hacemos por Córdoba",0.16,0.25,0.347,0.253
"P11","A los liberales libertarios de Milei",0.096,0.242,0.108,0.033
"P11","A Encuentro Vecinal Córdoba",0.017,0.049,0.048,0
"P11","Al Frente de Izquierda",0.028,0.022,0.07,0.169
"P11","No sabe",0.051,0.081,0.095,0.425
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.67,0.414,0.588,0.5
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.281,0.41,0.283,0
"P12","No sabe",0.049,0.176,0.129,0.5
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.595,0.369,0.136,0.101
"P13","A Martín Llaryora por Hacemos por Córdoba",0.215,0.262,0.421,0.498
"P13","Al candidato del Frente de Todos",0.031,0.032,0.159,0.039
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.075,0.171,0.089,0.033
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.023,0.086,0.041,0
"P13","Al candidato del Frente de Izquierda",0.004,0.012,0.058,0.026
"P13","Votaría en blanco",0.018,0.014,0.033,0.191
"P13","No sabe",0.039,0.054,0.063,0.112
"P15","A Luis Juez por Juntos por el Cambio",0.547,0.261,0.17,0.121
"P15","A Martín Llaryora por Hacemos por Córdoba",0.255,0.363,0.415,0.385
"P15","Al candidato del Frente de Todos",0.019,0.043,0.143,0.162
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.082,0.212,0.098,0.033
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.033,0.049,0.043,0
"P15","Al candidato del Frente de Izquierda",0.003,0.013,0.056,0.026
"P15","Votaría en blanco",0.014,0.019,0.019,0.068
"P15","No sabe",0.047,0.04,0.056,0.205
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.602,0.382,0.193,0.081
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.205,0.205,0.357,0.37
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.014,0.033,0.162,0.165
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.089,0.209,0.084,0.033
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.025,0.074,0.046,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.002,0.006,0.055,0.026
"P17","Votaría en blanco",0.014,0.005,0.041,0.191
"P17","No sabe",0.049,0.086,0.062,0.134
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.568,0.388,0.151,0.08
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.2,0.21,0.375,0.278
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.018,0.033,0.168,0.205
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.106,0.202,0.088,0.033
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.023,0.039,0.052,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.003,0.006,0.059,0.026
"P18","Votaría en blanco",0.026,0.018,0.024,0.244
"P18","No sabe",0.056,0.104,0.083,0.134
