"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Si",0.834,0.871,0.799,0.777,0.839,0.882,0.84,0.837,0.802,0.883,0.851,0.884,0.709
"No",0.166,0.129,0.201,0.223,0.161,0.118,0.16,0.163,0.198,0.117,0.149,0.116,0.291
