"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Julio Zamora",0.439,0.448,0.431,0.255,0.519,0.505,0.427,0.434,0.463,0.407,0.708,0.161,0.247
"Segundo Cernadas",0.196,0.172,0.219,0.195,0.169,0.234,0.225,0.153,0.165,0.305,0.033,0.531,0.078
"Otro candidato",0.169,0.179,0.159,0.192,0.148,0.158,0.212,0.2,0.15,0.159,0.095,0.171,0.492
"En blanco",0.081,0.095,0.069,0.145,0.07,0.05,0.046,0.068,0.107,0.056,0.069,0.035,0.127
"No sabe",0.115,0.106,0.122,0.213,0.094,0.053,0.09,0.145,0.115,0.073,0.095,0.102,0.056
