"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Si",0.77,0.776,0.764,0.667,0.809,0.77,0.821,0.753,0.729,0.856,0.84,0.837,0.488
"Puede ser",0.111,0.084,0.138,0.15,0.085,0.145,0.076,0.114,0.125,0.085,0.087,0.072,0.269
"No",0.119,0.14,0.098,0.183,0.106,0.085,0.103,0.133,0.146,0.059,0.073,0.091,0.243
