"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Si",0.455,0.46,0.451,0.488,0.466,0.467,0.371,0.484,0.438,0.449,0.498,0.43,0.438,0.458,0.497,0.574,0.418
"No",0.545,0.54,0.549,0.512,0.534,0.533,0.629,0.516,0.562,0.551,0.502,0.57,0.562,0.542,0.503,0.426,0.582
