"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P23","Mala",0.251,0.18,0.216,0.22,0.189,0.193,0.148,0.372,0.147,0.108
"P23","Muy mala",0.362,0.307,0.559,0.363,0.255,0.225,0.434,0.32,0.34,0.327
"P23","No sabe",0.024,0.029,0.013,0.042,0.06,0.128,0.126,0.018,0.03,0.123
"P24","Muy buena",0.016,0.069,0.011,0.034,0.061,0.049,0.042,0.078,0.033,0.084
"P24","Buena",0.088,0.093,0.037,0.047,0.067,0.115,0.089,0.148,0.115,0.082
"P24","Ni buena ni mala",0.17,0.239,0.095,0.126,0.208,0.239,0.173,0.169,0.289,0.159
"P24","Mala",0.237,0.249,0.198,0.252,0.224,0.189,0.195,0.129,0.108,0.173
"P24","Muy mala",0.465,0.342,0.643,0.517,0.371,0.313,0.469,0.447,0.403,0.405
"P24","No sabe",0.024,0.008,0.016,0.024,0.069,0.095,0.032,0.029,0.052,0.097
"P25","Frente de Todos y el peronismo",0.292,0.286,0.097,0.214,0.336,0.358,0.175,0.311,0.377,0.206
"P25","Cambiemos",0.229,0.206,0.31,0.258,0.183,0.177,0.182,0.182,0.116,0.072
"P25","Liberales",0.203,0.188,0.271,0.133,0.198,0.082,0.265,0.206,0.212,0.188
"P25","Izquierda",0.059,0.062,0.057,0.089,0.034,0.084,0.038,0.061,0.065,0.089
"P25","No sabe",0.217,0.258,0.265,0.306,0.249,0.299,0.34,0.24,0.23,0.445
"P28","A Daniel Scioli",0.127,0.185,0.117,0.179,0.395,0.101,0.276,0,0.074,0.169
"P28","A Sergio Massa",0.284,0.174,0.32,0.342,0.092,0.21,0.169,0.282,0.263,0.349
"P28","A algún candidato del peronismo",0.145,0.232,0.183,0.126,0.217,0.119,0.183,0.494,0.079,0
"P28","A algún candidato del kirchnerismo",0.444,0.409,0.38,0.353,0.296,0.57,0.372,0.224,0.584,0.482
"P30","A Daniel Scioli",0.13,0.137,0.096,0.21,0.191,0.028,0.021,0.028,0.158,0.115
"P30","A Sergio Massa",0.184,0.219,0.16,0.161,0.112,0.122,0.391,0.075,0.124,0.272
"P30","A algún candidato del peronismo",0.131,0.116,0.182,0.173,0.155,0.11,0.211,0.184,0.131,0.077
"P30","A Cristina Fernández de Kirchner",0.555,0.528,0.562,0.456,0.542,0.74,0.377,0.713,0.587,0.536
"P31","A Horacio Rodriguez Larreta",0.262,0.32,0.237,0.253,0.47,0.447,0.136,0.633,0.422,0.54
"P31","A Patricia Bullrich",0.635,0.492,0.664,0.572,0.518,0.284,0.815,0.252,0.391,0.249
"P31","A Facundo Manes",0.053,0.151,0.062,0.085,0,0.165,0.049,0.115,0.038,0.08
"P31","A Gerardo Morales",0.05,0.037,0.037,0.09,0.012,0.104,0,0,0.149,0.131
"P39","La votaría",0.265,0.195,0.371,0.338,0.178,0.154,0.26,0.276,0.125,0.052
"P39","Puede que la vote",0.139,0.167,0.199,0.112,0.153,0.084,0.123,0.054,0.113,0.071
"P39","Nunca la votaría",0.474,0.526,0.307,0.363,0.469,0.55,0.462,0.365,0.64,0.534
"P39","No sabe",0.122,0.112,0.123,0.187,0.2,0.212,0.155,0.305,0.122,0.343
"P40","Lo votaría",0.163,0.174,0.089,0.178,0.134,0.158,0.124,0.173,0.102,0.115
"P40","Puede que lo vote",0.205,0.214,0.109,0.141,0.263,0.208,0.102,0.215,0.249,0.116
"P40","Nunca lo votaría",0.535,0.465,0.715,0.548,0.42,0.445,0.564,0.436,0.517,0.495
"P40","No sabe",0.097,0.147,0.087,0.133,0.183,0.189,0.21,0.176,0.132,0.274
"P41","Lo votaría",0.24,0.158,0.315,0.2,0.219,0.092,0.306,0.236,0.159,0.225
"P41","Puede que lo vote",0.127,0.117,0.196,0.177,0.145,0.123,0.1,0.151,0.093,0.123
"P41","Nunca lo votaría",0.542,0.626,0.406,0.515,0.547,0.597,0.503,0.433,0.707,0.451
"P41","No sabe",0.091,0.099,0.083,0.108,0.089,0.188,0.091,0.18,0.041,0.201
"P42","Lo votaría",0.112,0.117,0.137,0.142,0.131,0.066,0.128,0.093,0.063,0.02
"P42","Puede que lo vote",0.19,0.219,0.242,0.208,0.121,0.201,0.155,0.108,0.175,0.11
"P42","Nunca lo votaría",0.595,0.536,0.494,0.496,0.686,0.567,0.576,0.673,0.705,0.508
"P42","No sabe",0.103,0.128,0.127,0.154,0.062,0.166,0.141,0.126,0.057,0.362
"P46","Muy buena",0.037,0.084,0.051,0.104,0.096,0.064,0.057,0.116,0.105,0.108
"P46","Buena",0.094,0.133,0.046,0.09,0.066,0.126,0.169,0.022,0.116,0.131
"P46","Ni buena ni mala",0.219,0.25,0.134,0.184,0.327,0.245,0.138,0.42,0.217,0.275
"P46","Mala",0.19,0.226,0.175,0.185,0.14,0.234,0.205,0.099,0.189,0.067
"P46","Muy mala",0.444,0.284,0.582,0.421,0.342,0.282,0.411,0.249,0.352,0.257
"P46","No sabe",0.016,0.023,0.012,0.016,0.029,0.049,0.02,0.094,0.021,0.162
"P47","Muy buena",0.247,0.286,0.108,0.189,0.307,0.387,0.13,0.351,0.384,0.113
"P47","Buena",0.091,0.117,0.05,0.104,0.043,0.122,0.031,0.071,0.125,0.098
"P47","Ni buena ni mala",0.098,0.166,0.079,0.104,0.203,0.097,0.117,0.343,0.108,0.196
"P47","Mala",0.106,0.129,0.12,0.109,0.071,0.077,0.1,0.038,0.055,0.134
"P47","Muy mala",0.451,0.28,0.625,0.47,0.347,0.285,0.585,0.19,0.32,0.322
"P47","No sabe",0.007,0.022,0.018,0.024,0.029,0.032,0.037,0.007,0.008,0.137
"P48","Muy buena",0.125,0.087,0.205,0.18,0.133,0.036,0.188,0.083,0.117,0.069
"P48","Buena",0.133,0.091,0.189,0.15,0.056,0.068,0.154,0.061,0.083,0.025
"P48","Ni buena ni mala",0.194,0.302,0.248,0.22,0.289,0.209,0.203,0.312,0.158,0.345
"P48","Mala",0.227,0.235,0.144,0.212,0.19,0.219,0.154,0.227,0.131,0.157
"P48","Muy mala",0.311,0.282,0.202,0.226,0.326,0.408,0.249,0.227,0.504,0.218
"P48","No sabe",0.01,0.003,0.012,0.012,0.006,0.06,0.052,0.09,0.007,0.186
"P49","Muy buena",0.063,0.065,0.077,0.115,0.113,0.014,0.071,0.101,0.073,0.01
"P49","Buena",0.143,0.125,0.194,0.192,0.077,0.152,0.121,0.063,0.077,0.153
"P49","Ni buena ni mala",0.292,0.348,0.284,0.317,0.395,0.237,0.354,0.307,0.284,0.214
"P49","Mala",0.218,0.25,0.201,0.176,0.128,0.21,0.077,0.234,0.124,0.11
"P49","Muy mala",0.25,0.169,0.212,0.163,0.244,0.279,0.316,0.204,0.428,0.27
"P49","No sabe",0.034,0.043,0.032,0.037,0.043,0.108,0.061,0.091,0.014,0.243
"P50","Muy buena",0.068,0.063,0.044,0.079,0.099,0.036,0.02,0.08,0.1,0.039
"P50","Buena",0.134,0.141,0.074,0.132,0.127,0.168,0.136,0.144,0.138,0.133
"P50","Ni buena ni mala",0.238,0.318,0.143,0.225,0.316,0.312,0.247,0.318,0.317,0.365
"P50","Mala",0.174,0.196,0.187,0.186,0.143,0.232,0.116,0.221,0.102,0.106
"P50","Muy mala",0.363,0.276,0.521,0.35,0.22,0.188,0.419,0.196,0.321,0.144
"P50","No sabe",0.023,0.006,0.031,0.028,0.095,0.064,0.062,0.041,0.022,0.213
"P51","Muy buena",0.109,0.081,0.162,0.175,0.096,0.042,0.198,0.094,0.054,0.017
"P51","Buena",0.148,0.14,0.212,0.175,0.144,0.071,0.195,0.065,0.075,0.042
"P51","Ni buena ni mala",0.213,0.306,0.257,0.238,0.253,0.21,0.15,0.26,0.283,0.209
"P51","Mala",0.202,0.25,0.176,0.209,0.213,0.257,0.216,0.041,0.131,0.337
"P51","Muy mala",0.302,0.186,0.163,0.163,0.204,0.319,0.182,0.44,0.435,0.149
"P51","No sabe",0.026,0.037,0.03,0.04,0.09,0.101,0.059,0.1,0.022,0.246
"P52","Muy buena",0.188,0.161,0.047,0.138,0.211,0.256,0.106,0.256,0.349,0.179
"P52","Buena",0.115,0.098,0.065,0.099,0.086,0.133,0.147,0.115,0.056,0.148
"P52","Ni buena ni mala",0.136,0.266,0.12,0.156,0.188,0.192,0.054,0.209,0.159,0.268
"P52","Mala",0.113,0.147,0.12,0.138,0.163,0.156,0.17,0.135,0.054,0.006
"P52","Muy mala",0.413,0.296,0.614,0.445,0.288,0.182,0.44,0.285,0.34,0.191
"P52","No sabe",0.035,0.032,0.034,0.024,0.064,0.081,0.083,0,0.042,0.208
"P54","Muy buena",0.067,0.103,0.029,0.069,0.066,0.054,0.031,0.064,0.085,0
"P54","Buena",0.127,0.119,0.062,0.101,0.084,0.146,0.119,0.089,0.157,0.084
"P54","Ni buena ni mala",0.273,0.347,0.221,0.264,0.305,0.328,0.241,0.619,0.372,0.376
"P54","Mala",0.148,0.211,0.173,0.189,0.118,0.16,0.112,0.068,0.157,0.071
"P54","Muy mala",0.351,0.196,0.477,0.35,0.335,0.188,0.412,0.134,0.21,0.186
"P54","No sabe",0.034,0.024,0.038,0.027,0.092,0.124,0.085,0.026,0.019,0.283
"P57","Muy buena",0.154,0.134,0.235,0.182,0.236,0.071,0.185,0.266,0.149,0.099
"P57","Buena",0.133,0.078,0.16,0.085,0.045,0.086,0.108,0.045,0.076,0.172
"P57","Ni buena ni mala",0.207,0.276,0.262,0.287,0.195,0.165,0.145,0.136,0.152,0.219
"P57","Mala",0.175,0.23,0.114,0.145,0.128,0.163,0.19,0.027,0.108,0.13
"P57","Muy mala",0.295,0.253,0.193,0.236,0.315,0.416,0.255,0.46,0.509,0.237
"P57","No sabe",0.036,0.029,0.036,0.065,0.081,0.099,0.117,0.066,0.006,0.143
"P58","Muy buena",0.198,0.147,0.323,0.275,0.12,0.082,0.231,0.124,0.1,0.035
"P58","Buena",0.155,0.131,0.197,0.171,0.108,0.05,0.159,0.088,0.078,0.052
"P58","Ni buena ni mala",0.166,0.292,0.194,0.172,0.278,0.159,0.111,0.089,0.166,0.357
"P58","Mala",0.141,0.141,0.11,0.14,0.097,0.206,0.117,0.151,0.074,0.113
"P58","Muy mala",0.318,0.268,0.15,0.215,0.3,0.396,0.315,0.494,0.519,0.212
"P58","No sabe",0.022,0.021,0.026,0.027,0.097,0.107,0.067,0.054,0.063,0.231
"P59","Muy buena",0.08,0.095,0.121,0.103,0.105,0.049,0.172,0.067,0.09,0.042
"P59","Buena",0.14,0.113,0.169,0.138,0.099,0.076,0.154,0.229,0.122,0.133
"P59","Ni buena ni mala",0.358,0.438,0.352,0.388,0.4,0.284,0.188,0.391,0.269,0.315
"P59","Mala",0.131,0.099,0.116,0.131,0.091,0.214,0.061,0.155,0.122,0.062
"P59","Muy mala",0.166,0.151,0.11,0.134,0.118,0.15,0.251,0.135,0.264,0.1
"P59","No sabe",0.125,0.104,0.132,0.106,0.187,0.227,0.174,0.023,0.133,0.348
"P60","Muy buena",0.158,0.152,0.06,0.09,0.176,0.211,0.099,0.278,0.304,0.032
"P60","Buena",0.115,0.087,0.066,0.081,0.068,0.098,0.069,0.123,0.115,0.114
"P60","Ni buena ni mala",0.234,0.325,0.208,0.289,0.267,0.23,0.135,0.376,0.157,0.234
"P60","Mala",0.12,0.148,0.179,0.175,0.083,0.136,0.12,0.064,0.048,0.082
"P60","Muy mala",0.272,0.171,0.353,0.234,0.192,0.102,0.376,0.11,0.255,0.169
"P60","No sabe",0.101,0.117,0.134,0.131,0.214,0.223,0.201,0.049,0.121,0.369
"P61","Muy buena",0.122,0.124,0.05,0.093,0.138,0.209,0.058,0.146,0.227,0.049
"P61","Buena",0.104,0.152,0.045,0.075,0.116,0.13,0.082,0.228,0.158,0.177
"P61","Ni buena ni mala",0.146,0.196,0.083,0.172,0.183,0.204,0.072,0.185,0.145,0.156
"P61","Mala",0.125,0.159,0.126,0.107,0.138,0.067,0.086,0.173,0.068,0.026
"P61","Muy mala",0.466,0.336,0.644,0.5,0.302,0.294,0.5,0.225,0.327,0.406
"P61","No sabe",0.037,0.033,0.052,0.053,0.123,0.096,0.202,0.043,0.075,0.186
"P62","Muy buena",0.029,0.048,0.025,0.053,0.087,0.046,0.083,0.019,0.056,0.006
"P62","Buena",0.1,0.091,0.033,0.074,0.071,0.059,0.038,0.314,0.122,0.133
"P62","Ni buena ni mala",0.268,0.304,0.201,0.248,0.256,0.32,0.171,0.218,0.353,0.266
"P62","Mala",0.131,0.159,0.121,0.118,0.123,0.125,0.122,0.19,0.055,0.042
"P62","Muy mala",0.343,0.243,0.448,0.363,0.163,0.164,0.254,0.168,0.269,0.194
"P62","No sabe",0.129,0.155,0.172,0.144,0.3,0.286,0.332,0.091,0.145,0.359
"P63","Muy buena",0.055,0.074,0.084,0.079,0.036,0.047,0.029,0.014,0.018,0
"P63","Buena",0.118,0.076,0.146,0.128,0.058,0.056,0.078,0.084,0.099,0.043
"P63","Ni buena ni mala",0.224,0.288,0.276,0.306,0.243,0.23,0.233,0.149,0.223,0.23
"P63","Mala",0.214,0.193,0.185,0.187,0.077,0.179,0.194,0.11,0.128,0.164
"P63","Muy mala",0.35,0.308,0.239,0.244,0.41,0.327,0.283,0.575,0.472,0.367
"P63","No sabe",0.039,0.061,0.07,0.056,0.176,0.161,0.183,0.068,0.06,0.196
"P64","Muy buena",0.055,0.065,0.085,0.09,0.05,0.033,0.04,0.089,0.047,0.016
"P64","Buena",0.132,0.154,0.164,0.165,0.081,0.106,0.259,0.14,0.167,0.045
"P64","Ni buena ni mala",0.288,0.337,0.313,0.346,0.277,0.271,0.218,0.196,0.222,0.349
"P64","Mala",0.188,0.164,0.174,0.154,0.1,0.206,0.142,0.113,0.107,0.172
"P64","Muy mala",0.258,0.168,0.167,0.163,0.288,0.193,0.281,0.462,0.37,0.212
"P64","No sabe",0.079,0.112,0.097,0.082,0.204,0.191,0.06,0,0.087,0.206
"P65","Muy buena",0.046,0.032,0.061,0.057,0.049,0.029,0.071,0.069,0.036,0.016
"P65","Buena",0.106,0.134,0.131,0.144,0.023,0.056,0.129,0.105,0.039,0.01
"P65","Ni buena ni mala",0.287,0.388,0.336,0.334,0.31,0.293,0.246,0.387,0.266,0.352
"P65","Mala",0.174,0.148,0.139,0.129,0.1,0.12,0.132,0.181,0.049,0.054
"P65","Muy mala",0.257,0.184,0.159,0.162,0.273,0.244,0.343,0.258,0.438,0.275
"P65","No sabe",0.13,0.114,0.174,0.174,0.245,0.258,0.079,0,0.172,0.293
"P66","Muy buena",0.041,0.04,0.032,0.06,0.056,0.02,0.031,0.044,0.032,0.09
"P66","Buena",0.077,0.112,0.091,0.071,0.082,0.051,0.056,0.063,0.044,0.019
"P66","Ni buena ni mala",0.306,0.388,0.298,0.372,0.315,0.293,0.239,0.478,0.274,0.424
"P66","Mala",0.185,0.158,0.189,0.139,0.101,0.172,0.187,0.188,0.11,0.065
"P66","Muy mala",0.256,0.182,0.215,0.204,0.205,0.184,0.312,0.217,0.324,0.035
"P66","No sabe",0.135,0.12,0.175,0.154,0.241,0.28,0.175,0.01,0.216,0.367
"P67","Radio",0.166,0.142,0.167,0.122,0.156,0.152,0.126,0.062,0.123,0.169
"P67","Televisión",0.353,0.327,0.304,0.447,0.201,0.295,0.308,0.334,0.213,0.191
"P67","Diario",0.058,0.087,0.088,0.081,0.092,0.07,0.067,0,0.069,0.013
"P67","Medio digital",0.159,0.134,0.17,0.132,0.198,0.183,0.095,0.102,0.216,0.14
"P67","Redes Sociales",0.183,0.196,0.176,0.11,0.274,0.162,0.297,0.286,0.293,0.341
"P67","Ninguno en particular",0.076,0.114,0.088,0.105,0.079,0.135,0.1,0.216,0.078,0.093
"P67","No sabe",0.005,0,0.007,0.003,0,0.003,0.007,0,0.008,0.053
"P68","Muy buena",0.04,0.046,0.031,0.087,0.212,0.085,0.031,0.021,0.115,0.073
"P68","Buena",0.128,0.194,0.066,0.09,0.144,0.209,0.093,0.073,0.118,0.058
"P68","Ni buena ni mala",0.269,0.337,0.187,0.287,0.218,0.317,0.256,0.26,0.306,0.427
"P68","Mala",0.267,0.173,0.307,0.248,0.126,0.166,0.197,0.246,0.193,0.038
"P68","Muy mala",0.245,0.205,0.382,0.257,0.183,0.13,0.34,0.372,0.227,0.177
"P68","No sabe",0.051,0.045,0.027,0.031,0.117,0.093,0.083,0.028,0.041,0.227
"P69","Muy buena",0.045,0.044,0.052,0.05,0.106,0.024,0.017,0.06,0.069,0
"P69","Buena",0.093,0.105,0.1,0.095,0.085,0.075,0.015,0,0.054,0.032
"P69","Ni buena ni mala",0.228,0.277,0.231,0.254,0.21,0.246,0.296,0.037,0.184,0.142
"P69","Mala",0.241,0.215,0.254,0.223,0.178,0.211,0.212,0.383,0.156,0.3
"P69","Muy mala",0.355,0.332,0.332,0.363,0.343,0.372,0.445,0.52,0.524,0.342
"P69","No sabe",0.038,0.027,0.031,0.015,0.078,0.072,0.015,0,0.013,0.184
"P75","Mucho",0.386,0.372,0.325,0.372,0.369,0.429,0.385,0.491,0.461,0.291
"P75","Bastante",0.306,0.267,0.332,0.278,0.306,0.266,0.241,0.479,0.238,0.223
"P75","Poco",0.193,0.224,0.204,0.24,0.162,0.185,0.182,0.03,0.173,0.273
"P75","Nada",0.087,0.101,0.094,0.082,0.131,0.047,0.189,0,0.105,0
"P75","No sabe",0.028,0.036,0.045,0.028,0.032,0.073,0.003,0,0.023,0.213
"P76","Siempre",0.167,0.144,0.157,0.202,0.183,0.137,0.128,0.145,0.212,0.245
"P76","Casi siempre",0.287,0.239,0.249,0.215,0.18,0.216,0.17,0.209,0.195,0.135
"P76","Casi nunca",0.387,0.44,0.416,0.433,0.406,0.44,0.404,0.421,0.38,0.423
"P76","Nunca, pero esta es una excepción",0.159,0.177,0.178,0.15,0.231,0.207,0.298,0.225,0.213,0.197
"P77","Si",0.453,0.533,0.38,0.48,0.446,0.551,0.539,0.455,0.562,0.48
"P77","No",0.547,0.467,0.62,0.52,0.554,0.449,0.461,0.545,0.438,0.52
