"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P12","Sin deuda",0.31,0.316,0.277,0.29,0.317,0.332,0.279,0.255,0.365,0.201
"P12","Menos de 10%",0.159,0.152,0.145,0.201,0.083,0.09,0.14,0.117,0.119,0.176
"P12","Entre 10 y 20%",0.142,0.198,0.167,0.131,0.086,0.132,0.078,0.12,0.107,0.102
"P12","Entre 20 y 30%",0.104,0.084,0.089,0.092,0.108,0.083,0.09,0.123,0.099,0.096
"P12","Entre 30 y 40%",0.082,0.075,0.1,0.099,0.142,0.064,0.027,0.092,0.043,0.069
"P12","Mas del 40%",0.17,0.124,0.174,0.147,0.15,0.194,0.216,0.235,0.211,0.173
"P12","No sabe",0.033,0.051,0.048,0.04,0.114,0.105,0.17,0.058,0.056,0.183
"P13","Gran excedente habitual",0.009,0.014,0.008,0.002,0.04,0.003,0.013,0.017,0.012,0
"P13","Gran excedente excepcional",0.008,0.024,0.006,0.006,0.015,0.018,0.019,0.046,0.006,0.039
"P13","Pequeño excedente habitual",0.065,0.051,0.052,0.066,0.041,0.081,0.068,0.023,0.08,0.095
"P13","Pequeño excedente excepcional",0.049,0.026,0.055,0.058,0.076,0.097,0.043,0.052,0.071,0.064
"P13","Alcanza gastos familia",0.14,0.119,0.121,0.099,0.09,0.097,0.091,0.095,0.132,0.077
"P13","No alcanza gastos familia",0.154,0.145,0.154,0.153,0.17,0.158,0.157,0.115,0.157,0.149
"P13","Solo NBFamiliares",0.263,0.224,0.243,0.27,0.198,0.146,0.186,0.221,0.219,0.265
"P13","No alcanza NBFamiliares",0.3,0.386,0.343,0.327,0.348,0.359,0.366,0.378,0.284,0.247
"P13","No sabe",0.012,0.011,0.018,0.019,0.022,0.041,0.057,0.053,0.039,0.064
"P14","Muy buena",0.046,0.037,0.053,0.068,0.061,0.051,0.058,0.059,0.061,0.049
"P14","Buena",0.158,0.142,0.134,0.138,0.096,0.136,0.113,0.065,0.151,0.101
"P14","Ni buena ni mala",0.426,0.384,0.414,0.422,0.362,0.376,0.36,0.439,0.369,0.435
"P14","Mala",0.262,0.299,0.258,0.219,0.274,0.303,0.275,0.146,0.239,0.214
"P14","Muy mala",0.094,0.108,0.123,0.124,0.145,0.117,0.171,0.21,0.158,0.116
"P14","No sabe",0.014,0.03,0.018,0.029,0.062,0.017,0.023,0.081,0.022,0.085
"P15","Mejor",0.101,0.116,0.076,0.11,0.151,0.11,0.132,0.18,0.16,0.101
"P15","Igual",0.239,0.275,0.173,0.233,0.236,0.232,0.176,0.22,0.346,0.309
"P15","Peor",0.621,0.564,0.699,0.587,0.552,0.58,0.599,0.519,0.466,0.462
"P15","No sabe",0.039,0.045,0.052,0.07,0.061,0.078,0.093,0.081,0.028,0.128
"P16","Mejor",0.101,0.101,0.072,0.072,0.185,0.116,0.116,0.057,0.11,0.125
"P16","Igual",0.249,0.244,0.187,0.27,0.188,0.231,0.089,0.316,0.304,0.198
"P16","Peor",0.536,0.442,0.601,0.509,0.429,0.412,0.539,0.489,0.411,0.394
"P16","No sabe",0.114,0.213,0.14,0.149,0.198,0.241,0.256,0.138,0.175,0.283
"P17","Muy buena",0.059,0.087,0.065,0.082,0.151,0.047,0.132,0.052,0.068,0.062
"P17","Buena",0.055,0.059,0.054,0.091,0.035,0.073,0.033,0.163,0.081,0.121
"P17","Ni buena ni mala",0.149,0.232,0.065,0.145,0.173,0.181,0.127,0.148,0.228,0.108
"P17","Mala",0.322,0.312,0.225,0.274,0.348,0.31,0.29,0.217,0.183,0.371
"P17","Muy mala",0.396,0.281,0.58,0.382,0.259,0.371,0.376,0.414,0.378,0.234
"P17","No sabe",0.019,0.029,0.011,0.026,0.034,0.018,0.042,0.006,0.062,0.104
"P18","Mejor",0.062,0.099,0.039,0.079,0.085,0.073,0.099,0.185,0.132,0.072
"P18","Igual",0.161,0.185,0.102,0.159,0.191,0.248,0.09,0.219,0.311,0.264
"P18","Peor",0.717,0.623,0.815,0.684,0.592,0.609,0.65,0.527,0.509,0.552
"P18","No sabe",0.06,0.093,0.044,0.078,0.132,0.07,0.161,0.069,0.048,0.112
"P19","Mejor",0.084,0.093,0.055,0.069,0.088,0.098,0.141,0.041,0.192,0.097
"P19","Igual",0.205,0.196,0.126,0.217,0.257,0.23,0.089,0.345,0.194,0.285
"P19","Peor",0.613,0.572,0.72,0.606,0.52,0.441,0.511,0.395,0.493,0.375
"P19","No sabe",0.098,0.139,0.099,0.108,0.135,0.231,0.259,0.219,0.121,0.243
"P20","Muy buena",0.069,0.088,0.074,0.125,0.086,0.107,0.104,0.085,0.054,0.076
"P20","Buena",0.092,0.142,0.042,0.094,0.078,0.098,0.118,0.095,0.136,0.042
"P20","Ni buena ni mala",0.193,0.235,0.107,0.177,0.288,0.276,0.15,0.205,0.304,0.295
"P20","Mala",0.225,0.211,0.171,0.198,0.229,0.224,0.135,0.129,0.098,0.181
"P20","Muy mala",0.407,0.306,0.584,0.398,0.254,0.211,0.439,0.486,0.37,0.308
"P20","No sabe",0.014,0.018,0.022,0.008,0.065,0.084,0.054,0,0.038,0.098
"P22","Muy buena",0.033,0.048,0.025,0.067,0.043,0.063,0.033,0.081,0.035,0.08
"P22","Buena",0.068,0.116,0.03,0.066,0.1,0.077,0.062,0.066,0.155,0.018
"P22","Ni buena ni mala",0.181,0.22,0.107,0.195,0.271,0.24,0.158,0.127,0.276,0.259
"P22","Mala",0.253,0.262,0.214,0.22,0.196,0.261,0.176,0.136,0.137,0.239
"P22","Muy mala",0.439,0.34,0.606,0.422,0.317,0.228,0.46,0.465,0.371,0.265
"P22","No sabe",0.026,0.014,0.018,0.03,0.073,0.131,0.111,0.125,0.026,0.139
"P23","Muy buena",0.046,0.093,0.019,0.059,0.104,0.066,0.048,0.066,0.094,0.122
"P23","Buena",0.131,0.123,0.064,0.104,0.093,0.14,0.099,0.096,0.156,0.05
"P23","Ni buena ni mala",0.186,0.268,0.129,0.212,0.299,0.248,0.145,0.128,0.233,0.27
