"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Inflación",0.351,0.336,0.329,0.371,0.383,0.274
"P08","Desempleo",0.076,0.108,0.093,0.071,0.061,0.054
"P08","Corrupción",0.233,0.33,0.269,0.317,0.27,0.298
"P08","Inseguridad",0.165,0.098,0.128,0.089,0.098,0.1
"P08","Precio del dólar",0.048,0.036,0.034,0.02,0.031,0.049
"P08","Pobreza",0.034,0.044,0.062,0.069,0.055,0.113
"P08","Narcotráfico",0.013,0.011,0.012,0.018,0.022,0.017
"P08","Tarifas",0.008,0.006,0.011,0.008,0.007,0
"P08","Otro",0.04,0.028,0.043,0.032,0.071,0.064
"P08","No sabe",0.032,0.003,0.019,0.005,0.002,0.031
"P12","Sin deuda",0.198,0.313,0.299,0.35,0.311,0.235
"P12","Menos de 10%",0.133,0.166,0.172,0.166,0.151,0.122
"P12","Entre 10 y 20%",0.232,0.143,0.141,0.149,0.124,0.14
"P12","Entre 20 y 30%",0.109,0.079,0.094,0.073,0.078,0.118
"P12","Entre 30 y 40%",0.09,0.111,0.078,0.083,0.07,0.105
"P12","Mas del 40%",0.198,0.168,0.168,0.16,0.22,0.181
"P12","No sabe",0.04,0.02,0.048,0.019,0.046,0.099
"P13","Gran excedente habitual",0,0,0.007,0.004,0.019,0.009
"P13","Gran excedente excepcional",0.007,0.006,0.008,0.005,0.01,0.021
"P13","Pequeño excedente habitual",0.052,0.087,0.059,0.08,0.103,0.048
"P13","Pequeño excedente excepcional",0.029,0.067,0.065,0.066,0.056,0.052
"P13","Alcanza gastos familia",0.073,0.131,0.123,0.178,0.138,0.085
"P13","No alcanza gastos familia",0.295,0.134,0.146,0.127,0.152,0.165
"P13","Solo NBFamiliares",0.195,0.245,0.254,0.268,0.251,0.228
"P13","No alcanza NBFamiliares",0.314,0.293,0.33,0.254,0.268,0.354
"P13","No sabe",0.035,0.037,0.008,0.018,0.003,0.038
"P14","Muy buena",0.089,0.094,0.05,0.036,0.045,0.047
"P14","Buena",0.109,0.155,0.138,0.197,0.182,0.12
"P14","Ni buena ni mala",0.37,0.389,0.452,0.451,0.347,0.38
"P14","Mala",0.341,0.248,0.251,0.236,0.236,0.286
"P14","Muy mala",0.089,0.089,0.094,0.073,0.165,0.143
"P14","No sabe",0.002,0.025,0.015,0.007,0.025,0.024
"P15","Mejor",0.093,0.066,0.102,0.131,0.099,0.091
"P15","Igual",0.158,0.209,0.225,0.283,0.195,0.217
"P15","Peor",0.667,0.68,0.629,0.53,0.645,0.622
"P15","No sabe",0.082,0.045,0.044,0.056,0.061,0.07
"P16","Mejor",0.075,0.08,0.089,0.104,0.114,0.079
"P16","Igual",0.234,0.265,0.239,0.281,0.197,0.219
"P16","Peor",0.496,0.568,0.553,0.5,0.593,0.471
"P16","No sabe",0.195,0.087,0.119,0.115,0.096,0.231
"P17","Muy buena",0.067,0.108,0.065,0.085,0.064,0.061
"P17","Buena",0.058,0.067,0.06,0.075,0.068,0.036
"P17","Ni buena ni mala",0.163,0.059,0.126,0.174,0.123,0.109
"P17","Mala",0.213,0.317,0.306,0.234,0.194,0.271
"P17","Muy mala",0.469,0.433,0.428,0.428,0.543,0.49
"P17","No sabe",0.03,0.016,0.015,0.004,0.008,0.033
"P18","Mejor",0.068,0.03,0.05,0.075,0.086,0.056
"P18","Igual",0.149,0.162,0.16,0.199,0.154,0.141
"P18","Peor",0.723,0.715,0.734,0.678,0.728,0.721
"P18","No sabe",0.06,0.093,0.056,0.048,0.032,0.082
"P19","Mejor",0.083,0.039,0.072,0.107,0.113,0.057
"P19","Igual",0.109,0.203,0.194,0.197,0.157,0.14
"P19","Peor",0.69,0.686,0.626,0.595,0.662,0.602
"P19","No sabe",0.118,0.072,0.108,0.101,0.068,0.201
"P20","Muy buena",0.065,0.136,0.064,0.09,0.087,0.051
"P20","Buena",0.049,0.073,0.075,0.101,0.102,0.075
"P20","Ni buena ni mala",0.197,0.109,0.193,0.206,0.135,0.211
"P20","Mala",0.249,0.232,0.2,0.173,0.11,0.206
"P20","Muy mala",0.435,0.449,0.456,0.423,0.562,0.393
"P20","No sabe",0.005,0.001,0.012,0.007,0.004,0.064
"P22","Muy buena",0.042,0.051,0.021,0.03,0.041,0.022
"P22","Buena",0.013,0.056,0.055,0.09,0.076,0.056
"P22","Ni buena ni mala",0.201,0.098,0.189,0.185,0.128,0.192
"P22","Mala",0.256,0.315,0.248,0.223,0.142,0.246
"P22","Muy mala",0.447,0.475,0.464,0.46,0.596,0.42
"P22","No sabe",0.041,0.005,0.023,0.012,0.017,0.064
"P23","Muy buena",0.04,0.041,0.039,0.042,0.073,0.037
"P23","Buena",0.1,0.073,0.099,0.183,0.131,0.075
"P23","Ni buena ni mala",0.145,0.192,0.21,0.157,0.112,0.253
"P23","Mala",0.266,0.273,0.238,0.224,0.13,0.187
"P23","Muy mala",0.406,0.416,0.385,0.388,0.537,0.363
"P23","No sabe",0.043,0.005,0.029,0.006,0.017,0.085
"P24","Muy buena",0.035,0.039,0.016,0.026,0.031,0.002
"P24","Buena",0.094,0.05,0.078,0.101,0.085,0.057
"P24","Ni buena ni mala",0.101,0.159,0.153,0.178,0.151,0.192
"P24","Mala",0.22,0.277,0.228,0.192,0.126,0.226
"P24","Muy mala",0.509,0.472,0.501,0.492,0.588,0.455
"P24","No sabe",0.041,0.003,0.024,0.011,0.019,0.068
"P25","Frente de Todos y el peronismo",0.144,0.148,0.22,0.312,0.273,0.237
"P25","Cambiemos",0.334,0.294,0.267,0.258,0.231,0.14
"P25","Liberales",0.177,0.273,0.186,0.204,0.289,0.193
"P25","Izquierda",0.086,0.078,0.064,0.06,0.06,0.058
"P25","No sabe",0.259,0.207,0.263,0.166,0.147,0.372
"P28","A Daniel Scioli",0.155,0.197,0.162,0.169,0.083,0.149
"P28","A Sergio Massa",0.502,0.347,0.3,0.275,0.212,0.233
"P28","A algún candidato del peronismo",0.145,0.299,0.172,0.126,0.083,0.174
