"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Inflación",0.247,0.384,0.358,0.369,0.309,0.358
"P08","Desempleo",0.062,0.127,0.098,0.052,0.056,0.068
"P08","Corrupción",0.155,0.162,0.205,0.348,0.396,0.155
"P08","Inseguridad",0.171,0.085,0.12,0.108,0.102,0.068
"P08","Precio del dólar",0.123,0.04,0.027,0.016,0.022,0.077
"P08","Pobreza",0.105,0.125,0.084,0.046,0.033,0.13
"P08","Narcotráfico",0.009,0.013,0.016,0.013,0.02,0.028
"P08","Tarifas",0.003,0.004,0.007,0.007,0.01,0.004
"P08","Otro",0.106,0.052,0.06,0.039,0.042,0.043
"P08","No sabe",0.019,0.008,0.025,0.002,0.01,0.069
"P12","Sin deuda",0.486,0.36,0.306,0.304,0.227,0.247
"P12","Menos de 10%",0.127,0.154,0.169,0.183,0.126,0.155
"P12","Entre 10 y 20%",0.115,0.164,0.164,0.13,0.125,0.124
"P12","Entre 20 y 30%",0.115,0.08,0.092,0.094,0.087,0.071
"P12","Entre 30 y 40%",0.058,0.061,0.087,0.08,0.1,0.111
"P12","Mas del 40%",0.061,0.134,0.129,0.184,0.286,0.109
"P12","No sabe",0.038,0.047,0.053,0.025,0.049,0.183
"P13","Gran excedente habitual",0.013,0.008,0.006,0.002,0.014,0.027
"P13","Gran excedente excepcional",0.009,0.013,0.009,0.005,0.016,0.008
"P13","Pequeño excedente habitual",0.071,0.089,0.074,0.066,0.082,0.012
"P13","Pequeño excedente excepcional",0.102,0.084,0.045,0.064,0.06,0.045
"P13","Alcanza gastos familia",0.107,0.135,0.146,0.157,0.096,0.051
"P13","No alcanza gastos familia",0.153,0.151,0.136,0.155,0.164,0.114
"P13","Solo NBFamiliares",0.224,0.237,0.272,0.276,0.226,0.171
"P13","No alcanza NBFamiliares",0.287,0.273,0.287,0.267,0.335,0.492
"P13","No sabe",0.034,0.01,0.025,0.008,0.007,0.08
"P14","Muy buena",0.198,0.056,0.047,0.029,0.053,0.014
"P14","Buena",0.213,0.202,0.185,0.144,0.11,0.123
"P14","Ni buena ni mala",0.336,0.439,0.451,0.461,0.331,0.394
"P14","Mala",0.142,0.212,0.244,0.273,0.29,0.221
