"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"A Daniel Scioli",0.126,0.134,0.119,0.149,0.117,0.108,0.134,0.122,0.137,0.114,0.112,0.243,0.246,0.089,0.215,0.1,0.122
"A Sergio Massa",0.171,0.198,0.147,0.193,0.137,0.198,0.177,0.208,0.157,0.15,0.178,0.163,0.122,0.183,0.257,0.111,0.136
"A algún candidato del peronismo",0.141,0.145,0.136,0.15,0.145,0.119,0.144,0.155,0.13,0.139,0.131,0.224,0.339,0.161,0.143,0.133,0.126
"A Cristina Fernández de Kirchner",0.562,0.523,0.598,0.508,0.601,0.575,0.545,0.515,0.576,0.597,0.579,0.37,0.293,0.567,0.385,0.656,0.616
