"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P08","Inflación",0.36,0.354,0.333,0.339,0.252
"P08","Desempleo",0.079,0.07,0.088,0.09,0.076
"P08","Corrupción",0.246,0.311,0.285,0.297,0.33
"P08","Inseguridad",0.108,0.099,0.129,0.099,0.08
"P08","Precio del dólar",0.032,0.033,0.026,0.048,0.027
"P08","Pobreza",0.076,0.058,0.061,0.034,0.125
"P08","Narcotráfico",0.016,0.013,0.015,0.034,0.001
"P08","Tarifas",0.01,0.012,0.001,0,0
"P08","Otro",0.062,0.039,0.043,0.059,0.029
"P08","No sabe",0.011,0.011,0.019,0,0.08
"P12","Sin deuda",0.346,0.288,0.28,0.168,0.275
"P12","Menos de 10%",0.152,0.184,0.154,0.142,0.109
"P12","Entre 10 y 20%",0.148,0.149,0.134,0.089,0.148
"P12","Entre 20 y 30%",0.083,0.109,0.107,0.129,0.017
"P12","Entre 30 y 40%",0.082,0.072,0.116,0.081,0.035
"P12","Mas del 40%",0.152,0.166,0.158,0.269,0.313
"P12","No sabe",0.037,0.032,0.051,0.122,0.103
"P13","Gran excedente habitual",0.009,0.004,0.011,0.018,0
"P13","Gran excedente excepcional",0.013,0.007,0.013,0.022,0.015
"P13","Pequeño excedente habitual",0.093,0.101,0.036,0.028,0.055
"P13","Pequeño excedente excepcional",0.078,0.083,0.043,0.02,0.054
"P13","Alcanza gastos familia",0.148,0.142,0.104,0.056,0.011
"P13","No alcanza gastos familia",0.135,0.146,0.171,0.143,0.147
"P13","Solo NBFamiliares",0.221,0.241,0.277,0.271,0.354
"P13","No alcanza NBFamiliares",0.295,0.26,0.337,0.417,0.287
"P13","No sabe",0.008,0.016,0.008,0.025,0.077
"P14","Muy buena",0.064,0.049,0.037,0.036,0.085
"P14","Buena",0.191,0.16,0.125,0.083,0.123
"P14","Ni buena ni mala",0.4,0.42,0.41,0.384,0.409
"P14","Mala",0.235,0.268,0.277,0.248,0.215
"P14","Muy mala",0.093,0.091,0.13,0.211,0.154
"P14","No sabe",0.017,0.012,0.021,0.038,0.014
"P15","Mejor",0.129,0.102,0.083,0.084,0.158
"P15","Igual",0.262,0.238,0.195,0.162,0.243
"P15","Peor",0.539,0.611,0.678,0.682,0.45
"P15","No sabe",0.07,0.049,0.044,0.072,0.149
"P16","Mejor",0.124,0.082,0.095,0.077,0.033
"P16","Igual",0.267,0.247,0.238,0.116,0.142
"P16","Peor",0.496,0.574,0.555,0.601,0.598
"P16","No sabe",0.113,0.097,0.112,0.206,0.227
"P17","Muy buena",0.082,0.07,0.061,0.095,0.07
"P17","Buena",0.097,0.051,0.04,0.037,0.095
"P17","Ni buena ni mala",0.145,0.132,0.12,0.085,0.18
"P17","Mala",0.249,0.258,0.307,0.245,0.16
"P17","Muy mala",0.408,0.483,0.456,0.532,0.458
"P17","No sabe",0.019,0.006,0.016,0.006,0.037
"P18","Mejor",0.088,0.054,0.058,0.065,0.085
"P18","Igual",0.22,0.185,0.117,0.072,0.076
"P18","Peor",0.64,0.718,0.752,0.805,0.745
"P18","No sabe",0.052,0.043,0.073,0.058,0.094
"P19","Mejor",0.117,0.087,0.063,0.028,0.08
"P19","Igual",0.219,0.176,0.165,0.135,0.06
"P19","Peor",0.568,0.653,0.653,0.726,0.583
"P19","No sabe",0.096,0.084,0.119,0.111,0.277
"P20","Muy buena",0.091,0.089,0.064,0.062,0.078
"P20","Buena",0.11,0.085,0.06,0.051,0.05
"P20","Ni buena ni mala",0.204,0.149,0.171,0.121,0.191
"P20","Mala",0.172,0.164,0.207,0.245,0.205
"P20","Muy mala",0.419,0.504,0.466,0.518,0.373
"P20","No sabe",0.004,0.009,0.032,0.003,0.103
"P22","Muy buena",0.048,0.016,0.022,0.046,0.012
"P22","Buena",0.105,0.07,0.038,0.001,0.055
"P22","Ni buena ni mala",0.174,0.174,0.188,0.083,0.152
"P22","Mala",0.209,0.186,0.259,0.284,0.246
"P22","Muy mala",0.453,0.55,0.458,0.55,0.387
"P22","No sabe",0.011,0.004,0.035,0.036,0.148
"P23","Muy buena",0.095,0.031,0.019,0.006,0.01
"P23","Buena",0.15,0.123,0.066,0.059,0.088
"P23","Ni buena ni mala",0.162,0.16,0.244,0.153,0.235
"P23","Mala",0.178,0.213,0.22,0.251,0.13
"P23","Muy mala",0.409,0.457,0.409,0.487,0.363
"P23","No sabe",0.006,0.016,0.042,0.044,0.174
"P24","Muy buena",0.036,0.017,0.007,0.004,0.01
"P24","Buena",0.122,0.063,0.057,0.011,0.086
"P24","Ni buena ni mala",0.171,0.172,0.161,0.085,0.179
"P24","Mala",0.182,0.196,0.233,0.327,0.182
"P24","Muy mala",0.466,0.54,0.522,0.558,0.435
"P24","No sabe",0.023,0.012,0.02,0.015,0.108
"P25","Frente de Todos y el peronismo",0.338,0.247,0.19,0.07,0.111
"P25","Cambiemos",0.244,0.292,0.24,0.142,0.213
"P25","Liberales",0.205,0.239,0.222,0.295,0.097
"P25","Izquierda",0.062,0.055,0.058,0.109,0.04
"P25","No sabe",0.151,0.167,0.29,0.384,0.539
"P28","A Daniel Scioli",0.153,0.076,0.123,0,0.308
"P28","A Sergio Massa",0.271,0.268,0.234,0.739,0
"P28","A algún candidato del peronismo",0.133,0.163,0.154,0.178,0.578
"P28","A algún candidato del kirchnerismo",0.443,0.493,0.489,0.083,0.114
"P30","A Daniel Scioli",0.113,0.071,0.141,0.052,0.211
"P30","A Sergio Massa",0.157,0.182,0.178,0.398,0
"P30","A algún candidato del peronismo",0.129,0.13,0.181,0.045,0.075
"P30","A Cristina Fernández de Kirchner",0.601,0.617,0.5,0.505,0.714
"P31","A Horacio Rodriguez Larreta",0.267,0.296,0.256,0.354,0.069
"P31","A Patricia Bullrich",0.568,0.648,0.636,0.392,0.749
"P31","A Facundo Manes",0.1,0.024,0.079,0.077,0.182
"P31","A Gerardo Morales",0.065,0.032,0.029,0.177,0
"P39","La votaría",0.286,0.322,0.299,0.182,0.248
"P39","Puede que la vote",0.124,0.194,0.172,0.128,0.201
"P39","Nunca la votaría",0.499,0.376,0.356,0.538,0.238
"P39","No sabe",0.091,0.108,0.173,0.152,0.313
"P40","Lo votaría",0.166,0.14,0.141,0.132,0.192
"P40","Puede que lo vote",0.188,0.178,0.172,0.101,0.216
"P40","Nunca lo votaría",0.561,0.615,0.571,0.63,0.361
"P40","No sabe",0.085,0.067,0.116,0.137,0.231
"P41","Lo votaría",0.21,0.232,0.235,0.327,0.14
"P41","Puede que lo vote",0.129,0.178,0.15,0.132,0.208
"P41","Nunca lo votaría",0.603,0.527,0.513,0.402,0.448
"P41","No sabe",0.058,0.063,0.102,0.139,0.204
"P42","Lo votaría",0.112,0.127,0.118,0.123,0.069
"P42","Puede que lo vote",0.163,0.247,0.249,0.149,0.193
"P42","Nunca lo votaría",0.659,0.56,0.48,0.593,0.485
"P42","No sabe",0.066,0.066,0.153,0.135,0.253
"P46","Muy buena",0.073,0.066,0.044,0.086,0.105
"P46","Buena",0.105,0.084,0.09,0.022,0.161
"P46","Ni buena ni mala",0.188,0.175,0.214,0.156,0.161
"P46","Mala",0.207,0.164,0.168,0.157,0.201
"P46","Muy mala",0.425,0.506,0.459,0.54,0.295
"P46","No sabe",0.002,0.005,0.025,0.039,0.077
"P47","Muy buena",0.319,0.197,0.18,0.114,0.216
"P47","Buena",0.078,0.088,0.063,0.031,0.221
"P47","Ni buena ni mala",0.077,0.085,0.132,0.158,0.11
"P47","Mala",0.088,0.083,0.109,0.123,0.116
"P47","Muy mala",0.434,0.541,0.503,0.529,0.31
"P47","No sabe",0.004,0.006,0.013,0.045,0.027
"P48","Muy buena",0.143,0.149,0.13,0.129,0.191
"P48","Buena",0.112,0.182,0.138,0.088,0.064
"P48","Ni buena ni mala",0.171,0.198,0.308,0.268,0.2
"P48","Mala",0.172,0.186,0.208,0.207,0.222
"P48","Muy mala",0.392,0.281,0.205,0.294,0.261
"P48","No sabe",0.01,0.004,0.011,0.014,0.062
"P49","Muy buena",0.071,0.057,0.082,0.091,0.042
"P49","Buena",0.151,0.211,0.145,0.085,0.118
"P49","Ni buena ni mala",0.221,0.264,0.359,0.315,0.263
"P49","Mala",0.208,0.218,0.203,0.209,0.211
"P49","Muy mala",0.331,0.225,0.159,0.252,0.182
"P49","No sabe",0.018,0.025,0.052,0.048,0.184
"P50","Muy buena",0.082,0.073,0.064,0.024,0.03
"P50","Buena",0.148,0.11,0.121,0.097,0.206
"P50","Ni buena ni mala",0.227,0.189,0.229,0.227,0.144
"P50","Mala",0.153,0.174,0.199,0.198,0.13
"P50","Muy mala",0.376,0.435,0.352,0.408,0.367
"P50","No sabe",0.014,0.019,0.035,0.046,0.123
"P51","Muy buena",0.118,0.11,0.128,0.143,0.15
"P51","Buena",0.139,0.209,0.182,0.163,0.114
"P51","Ni buena ni mala",0.193,0.205,0.288,0.161,0.252
"P51","Mala",0.162,0.233,0.196,0.23,0.16
"P51","Muy mala",0.374,0.216,0.16,0.253,0.216
"P51","No sabe",0.014,0.027,0.046,0.05,0.108
