"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Mejor",0.095,0.107,0.083,0.121,0.089,0.079,0.087,0.1,0.098,0.082,0.133,0.06,0.091,0.092,0.089,0.123,0.095
"Igual",0.229,0.228,0.23,0.164,0.233,0.265,0.275,0.215,0.227,0.25,0.284,0.204,0.178,0.225,0.218,0.264,0.233
"Peor",0.521,0.535,0.508,0.52,0.52,0.516,0.532,0.505,0.52,0.544,0.387,0.628,0.609,0.534,0.525,0.449,0.518
"No sabe",0.155,0.13,0.179,0.195,0.158,0.14,0.106,0.18,0.155,0.124,0.196,0.108,0.122,0.149,0.168,0.164,0.154
