"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.306,0.28,0.33,0.315,0.298,0.337,0.273,0.313,0.302,0.303,0.637,0.08,0.103
"Diego Santilli",0.263,0.242,0.284,0.155,0.226,0.301,0.43,0.303,0.245,0.242,0.105,0.525,0.112
"Facundo Manes",0.131,0.145,0.118,0.053,0.172,0.135,0.14,0.093,0.128,0.181,0.06,0.174,0.267
"Florencio Randazzo",0.046,0.042,0.05,0.054,0.061,0.04,0.014,0.01,0.08,0.043,0.038,0.034,0.225
"A los candidatos de la izquierda",0.033,0.033,0.032,0.041,0.025,0.019,0.054,0.024,0.031,0.044,0.023,0.018,0.066
"Jose Luis Espert",0.067,0.115,0.022,0.165,0.056,0.034,0.006,0.058,0.066,0.078,0.016,0.074,0.02
"Otros candidatos",0.05,0.043,0.057,0.095,0.046,0.04,0.014,0.055,0.045,0.051,0.042,0.033,0.057
"Votaría en blanco o anularía",0.104,0.1,0.107,0.122,0.116,0.094,0.069,0.144,0.103,0.058,0.079,0.062,0.15
