"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Del Frente de Todos y el peronismo",0.352,0.342,0.362,0.328,0.356,0.35,0.377,0.384,0.347,0.32,0.353,0.351,0.707,0.138,0.095
"De Cambiemos",0.29,0.272,0.306,0.207,0.257,0.347,0.389,0.277,0.278,0.327,0.283,0.304,0.112,0.614,0.167
"De los Liberales libertarios",0.154,0.21,0.102,0.25,0.157,0.123,0.071,0.128,0.162,0.173,0.152,0.157,0.042,0.149,0.36
"De la Izquierda",0.035,0.034,0.036,0.055,0.04,0.023,0.017,0.029,0.036,0.043,0.036,0.034,0.01,0.011,0.05
"No sabe",0.169,0.142,0.194,0.16,0.19,0.157,0.146,0.182,0.177,0.137,0.176,0.154,0.129,0.088,0.328
