"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.423,0.447,0.518,0.506
"P04","Realizo changas o trabajos de vez en cuando",0.183,0.17,0.193,0.175
"P04","No tengo trabajo",0.167,0.152,0.163,0.147
"P04","Soy jubilado o pensionado",0.227,0.231,0.126,0.172
"P05","1",0.28,0.279,0.348,0.257
"P05","2",0.071,0.081,0.056,0.088
"P05","3",0.065,0.068,0.064,0.046
"P05","4",0.091,0.09,0.07,0.075
"P05","5",0.157,0.216,0.164,0.266
"P05","6",0.058,0.045,0.048,0.037
"P05","7",0.076,0.09,0.081,0.1
"P05","8",0.041,0.042,0.054,0.011
"P05","9",0.161,0.089,0.115,0.12
"P06","1",0.317,0.218,0.222,0.31
"P06","2",0.055,0.056,0.039,0.034
"P06","3",0.025,0.042,0.044,0.024
"P06","4",0.026,0.053,0.044,0.022
"P06","5",0.17,0.221,0.18,0.25
"P06","6",0.044,0.041,0.059,0.037
"P06","7",0.064,0.075,0.083,0.08
"P06","8",0.063,0.078,0.061,0.076
"P06","9",0.236,0.216,0.268,0.167
"P07","1",0.425,0.35,0.367,0.383
"P07","2",0.037,0.042,0.033,0.059
"P07","3",0.027,0.024,0.042,0.01
"P07","4",0.019,0.027,0.027,0.026
"P07","5",0.11,0.144,0.103,0.114
"P07","6",0.015,0.027,0.014,0.018
"P07","7",0.026,0.046,0.028,0.041
"P07","8",0.035,0.05,0.075,0.022
"P07","9",0.306,0.29,0.311,0.327
"P09","Del Frente de Todos y el peronismo",0.388,0.304,0.293,0.396
"P09","De Cambiemos",0.342,0.352,0.299,0.27
"P09","De los Liberales libertarios",0.14,0.183,0.216,0.178
"P09","De la Izquierda",0.018,0.032,0.052,0.012
"P09","No sabe",0.112,0.129,0.14,0.144
"P10","A Alberto Fernández",0.156,0.123,0.149,0.102
"P10","A Sergio Massa",0.121,0.137,0.184,0.15
"P10","A algún candidato del peronismo",0.128,0.204,0.21,0.255
"P10","A algún candidato del kirchnerismo",0.595,0.536,0.457,0.493
"P11","A Alberto Fernández",0.078,0.064,0.086,0.039
"P11","A Sergio Massa",0.061,0.072,0.131,0.04
"P11","A algún candidato del peronismo",0.09,0.162,0.205,0.121
"P11","A Cristina Fernández de Kirchner",0.771,0.702,0.578,0.8
"P12","A Horacio Rodriguez Larreta",0.213,0.255,0.213,0.424
"P12","A Mauricio Macri",0.383,0.38,0.293,0.198
"P12","A Patricia Bullrich",0.267,0.258,0.305,0.164
"P12","A Facundo Manes",0.098,0.089,0.143,0.138
"P12","A Gerardo Morales",0.039,0.018,0.046,0.076
"P13","Seguro lo votaria",0.18,0.189,0.137,0.189
"P13","Quizás lo votaría",0.341,0.358,0.353,0.239
"P13","Nunca lo votaría",0.479,0.453,0.51,0.572
"P14","Lo votaría",0.273,0.239,0.218,0.227
"P14","Puede que lo vote",0.138,0.22,0.206,0.128
"P14","Nunca lo votaría",0.502,0.451,0.476,0.531
"P14","No sabe",0.087,0.09,0.1,0.114
"P15","Lo votaría",0.159,0.106,0.121,0.143
"P15","Puede que lo vote",0.204,0.198,0.202,0.194
"P15","Nunca lo votaría",0.594,0.615,0.599,0.56
"P15","No sabe",0.043,0.081,0.078,0.103
"P16","Lo votaría",0.121,0.073,0.046,0.153
"P16","Puede que lo vote",0.221,0.175,0.192,0.182
"P16","Nunca lo votaría",0.621,0.684,0.682,0.577
"P16","No sabe",0.037,0.068,0.08,0.088
"P17","La votaría",0.337,0.256,0.234,0.33
"P17","Puede que la vote",0.075,0.07,0.083,0.082
"P17","Nunca la votaría",0.576,0.649,0.652,0.54
"P17","No sabe",0.012,0.025,0.031,0.048
"P18","Lo votaría",0.185,0.176,0.133,0.169
"P18","Puede que lo vote",0.217,0.263,0.239,0.146
"P18","Nunca lo votaría",0.562,0.496,0.552,0.599
"P18","No sabe",0.036,0.065,0.076,0.086
"P19","Lo votaría",0.13,0.093,0.088,0.085
"P19","Puede que lo vote",0.202,0.279,0.275,0.205
"P19","Nunca lo votaría",0.589,0.535,0.509,0.565
"P19","No sabe",0.079,0.093,0.128,0.145
"P20","La votaría",0.28,0.273,0.221,0.171
"P20","Puede que la vote",0.167,0.208,0.242,0.186
"P20","Nunca la votaría",0.517,0.468,0.449,0.554
"P20","No sabe",0.036,0.051,0.088,0.089
"P21","Lo votaría",0.191,0.182,0.249,0.172
"P21","Puede que lo vote",0.161,0.212,0.201,0.136
"P21","Nunca lo votaría",0.611,0.541,0.494,0.583
"P21","No sabe",0.037,0.065,0.056,0.109
"P22","La votaría",0.162,0.136,0.127,0.118
"P22","Puede que la vote",0.191,0.241,0.222,0.149
"P22","Nunca la votaría",0.6,0.527,0.576,0.629
"P22","No sabe",0.047,0.096,0.075,0.104
"P23","Lo votaría",0.136,0.065,0.057,0.123
"P23","Puede que lo vote",0.199,0.193,0.205,0.159
"P23","Nunca lo votaría",0.629,0.674,0.675,0.617
"P23","No sabe",0.036,0.068,0.063,0.101
"P24","Lo votaría",0.075,0.038,0.015,0.026
"P24","Puede que lo vote",0.167,0.193,0.178,0.072
"P24","Nunca lo votaría",0.657,0.645,0.703,0.765
"P24","No sabe",0.101,0.124,0.104,0.137
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.247,0.243,0.202,0.16
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.117,0.146,0.104,0.155
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.028,0.024,0.015,0.057
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.376,0.292,0.28,0.347
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.134,0.181,0.258,0.175
"P25","Nicolás del Caño – Myriam Bregman",0.023,0.03,0.034,0.015
"P25","Otros candidatos",0.075,0.084,0.107,0.091
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.382,0.305,0.276,0.409
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.312,0.316,0.253,0.259
"P29","Javier Milei – José Luis Espert por los liberales",0.146,0.213,0.285,0.207
